order_id,customer_id,order_date,order_time,restaurant,subcity,cuisine,item,price,quantity,veg_or_non_veg
100022,CUST00948,2025-04-26,20:14:00,THE NEW BOX,Purasawalkam,"Chinese,Indian",Paneer Labadar,440.0,1,Veg
100023,CUST02435,2025-03-14,17:03:00,Taj Restaurant,Poonamallee,"North Indian,Arabian",Kaadai Tandoori,210.0,1,Non-veg
100023,CUST02435,2025-03-14,17:03:00,Taj Restaurant,Poonamallee,"North Indian,Arabian",Kulfi Ice cream,40.0,1,Veg
100023,CUST02435,2025-03-14,17:03:00,Taj Restaurant,Poonamallee,"North Indian,Arabian",Ginger Lime,40.0,2,Veg
100023,CUST02435,2025-03-14,17:03:00,Taj Restaurant,Poonamallee,"North Indian,Arabian",Lemon Juice,35.0,1,Veg
100024,CUST00532,2025-05-09,11:38:00,THE NEW BOX,Purasawalkam,"Chinese,Indian",Thai Pepper Corn Rice,600.0,1,Veg
100024,CUST00532,2025-05-09,11:38:00,THE NEW BOX,Purasawalkam,"Chinese,Indian",Salted Fries,340.0,2,Veg
100025,CUST00716,2025-06-21,19:46:00,Royal Sandwich,Purasawalkam,Fast Food,Tomato Corn Mayo Sandwich,109.0,1,Veg
100025,CUST00716,2025-06-21,19:46:00,Royal Sandwich,Purasawalkam,Fast Food,Pita Pizza Mayo Sandwich,134.0,2,Veg
100025,CUST00716,2025-06-21,19:46:00,Royal Sandwich,Purasawalkam,Fast Food,Focaccia Chicken Cheese Sandwich,179.0,1,Non-veg
100025,CUST00716,2025-06-21,19:46:00,Royal Sandwich,Purasawalkam,Fast Food,Green Apple Crusher,89.0,1,Veg
100025,CUST00716,2025-06-21,19:46:00,Royal Sandwich,Purasawalkam,Fast Food,Brownie Chocolate Mango Sandwich,129.0,1,Veg
100026,CUST00262,2025-01-31,18:01:00,THE NEW BOX,Purasawalkam,"Chinese,Indian",Papdi Chaat,160.0,1,Veg
100026,CUST00262,2025-01-31,18:01:00,THE NEW BOX,Purasawalkam,"Chinese,Indian",Veg Paneer Fried Rice,440.0,1,Veg
100027,CUST00532,2025-05-11,22:34:00,Royal Sandwich,Purasawalkam,Fast Food,Boiled Egg Paneer Mayo Sandwich,135.0,1,Non-veg
100027,CUST00532,2025-05-11,22:34:00,Royal Sandwich,Purasawalkam,Fast Food,Bread Omelette Chicken Tandoori Mayo Sandwich,159.0,1,Non-veg
100027,CUST00532,2025-05-11,22:34:00,Royal Sandwich,Purasawalkam,Fast Food,Nannari Sharbat,69.0,1,Veg
100028,CUST01574,2025-02-24,20:08:00,Taj Restaurant,Poonamallee,"North Indian,Arabian",Mushroom 65,170.0,1,Veg
100028,CUST01574,2025-02-24,20:08:00,Taj Restaurant,Poonamallee,"North Indian,Arabian",Schezwan Prawns Noodles,300.0,1,Non-veg
100028,CUST01574,2025-02-24,20:08:00,Taj Restaurant,Poonamallee,"North Indian,Arabian",Chicken Hyderabadi 65,260.0,1,Non-veg
100029,CUST01230,2025-01-08,21:09:00,BUHARI,Purasawalkam,"Biryani,North Indian",Paneer Parotta,79.0,1,Veg
100029,CUST01230,2025-01-08,21:09:00,BUHARI,Purasawalkam,"Biryani,North Indian",Strawberry Ice Cream,149.0,2,Veg
100029,CUST01230,2025-01-08,21:09:00,BUHARI,Purasawalkam,"Biryani,North Indian",Curd Rice With Chicken 90,190.0,1,Non-veg
100030,CUST02321,2025-03-30,08:32:00,THE NEW BOX,Purasawalkam,"Chinese,Indian",Butter Tandoori Roti,80.0,1,Veg
100030,CUST02321,2025-03-30,08:32:00,THE NEW BOX,Purasawalkam,"Chinese,Indian",Water Bottle 500ml,25.0,1,Veg
100031,CUST01618,2025-02-16,12:24:00,LAKSHMI RESTAURANT,Poonamallee,Indian,Chilli Chicken,240.0,1,Non-veg
100031,CUST01618,2025-02-16,12:24:00,LAKSHMI RESTAURANT,Poonamallee,Indian,Veg Noodles,140.0,1,Veg
100031,CUST01618,2025-02-16,12:24:00,LAKSHMI RESTAURANT,Poonamallee,Indian,Banana Shake,80.0,1,Veg
100032,CUST01465,2025-03-11,21:42:00,Hotel Raaj Bhaavan,Purasawalkam,"South Indian,North Indian",Navrathana Kurma,190.0,1,Veg
100032,CUST01465,2025-03-11,21:42:00,Hotel Raaj Bhaavan,Purasawalkam,"South Indian,North Indian",Pepper Soup,80.0,1,Veg
100032,CUST01465,2025-03-11,21:42:00,Hotel Raaj Bhaavan,Purasawalkam,"South Indian,North Indian",Sambar Idli (2 Pcs) + Masala Dosai (1 Pc),150.0,1,Veg
100032,CUST01465,2025-03-11,21:42:00,Hotel Raaj Bhaavan,Purasawalkam,"South Indian,North Indian",Pista Ice Cream,75.0,1,Veg
100033,CUST01591,2025-07-28,13:51:00,Hotel Shiva Sagar,Purasawalkam,"North Indian,Jain",Mushroom Fried Rice,240.0,1,Veg
100034,CUST00140,2025-04-01,08:59:00,Sangeetha Veg Restaurant,Poonamallee,"South Indian,North Indian",Veg Kolhapuri Small,260.0,1,Veg
100035,CUST00596,2025-02-22,11:53:00,Karaikkudi Chettinadu,Poonamallee,"South Indian,Biryani",Poori (2 Pcs),70.0,1,Veg
100035,CUST00596,2025-02-22,11:53:00,Karaikkudi Chettinadu,Poonamallee,"South Indian,Biryani",Dosa,70.0,1,Non-veg
100035,CUST00596,2025-02-22,11:53:00,Karaikkudi Chettinadu,Poonamallee,"South Indian,Biryani",Prawn Podimass,220.0,1,Non-veg
100035,CUST00596,2025-02-22,11:53:00,Karaikkudi Chettinadu,Poonamallee,"South Indian,Biryani",Rotti Pilantha,120.0,1,Veg
100035,CUST00596,2025-02-22,11:53:00,Karaikkudi Chettinadu,Poonamallee,"South Indian,Biryani",Chicken Lollipop Biryani + Tilo Cool Drink,285.0,1,Non-veg
100035,CUST00596,2025-02-22,11:53:00,Karaikkudi Chettinadu,Poonamallee,"South Indian,Biryani",Sambar Idly(2pcs),80.0,1,Veg
100036,CUST02021,2025-07-03,09:13:00,EXPRESS FOOD COURT,Poonamallee,"Fast Food,North Indian",Spicy Veg Sandwich,84.0,1,Veg
100036,CUST02021,2025-07-03,09:13:00,EXPRESS FOOD COURT,Poonamallee,"Fast Food,North Indian",Dry Fruit Lassi (350 Ml),89.0,1,Veg
100037,CUST01351,2025-05-30,13:06:00,THE NEW BOX,Purasawalkam,"Chinese,Indian",Desi Nachos,400.0,1,Veg
100037,CUST01351,2025-05-30,13:06:00,THE NEW BOX,Purasawalkam,"Chinese,Indian",Kitkat Milkshake,340.0,1,Veg
100037,CUST01351,2025-05-30,13:06:00,THE NEW BOX,Purasawalkam,"Chinese,Indian",Watermelon Ice Tea,180.0,1,Veg
100037,CUST01351,2025-05-30,13:06:00,THE NEW BOX,Purasawalkam,"Chinese,Indian",Kung Fu Veg [sweet And Salt],520.0,1,Veg
100037,CUST01351,2025-05-30,13:06:00,THE NEW BOX,Purasawalkam,"Chinese,Indian",Mexican Fries,380.0,1,Veg
100038,CUST01055,2025-07-04,16:05:00,Royal Sandwich,Purasawalkam,Fast Food,Double Omelette Boiled Egg Mayo Sandwich,145.0,1,Non-veg
100038,CUST01055,2025-07-04,16:05:00,Royal Sandwich,Purasawalkam,Fast Food,Litchi Mojito,99.0,1,Veg
100039,CUST01465,2025-04-08,22:11:00,Victuals,Poonamallee,"Beverages,Chinese",Victuals Fried Crab Lollypop-2 Pcs,104.0,1,Non-veg
100040,CUST02214,2025-05-12,11:48:00,BUHARI,Purasawalkam,"Biryani,North Indian",Murg Multani Kabab,299.0,1,Non-veg
100041,CUST01728,2025-06-11,14:52:00,Guest Hotel,Purasawalkam,"South Indian,North Indian",Aloo Mutter Masala,135.0,1,Veg
100041,CUST01728,2025-06-11,14:52:00,Guest Hotel,Purasawalkam,"South Indian,North Indian",Lasagne,210.0,1,Veg
100041,CUST01728,2025-06-11,14:52:00,Guest Hotel,Purasawalkam,"South Indian,North Indian",Tomato Raita,79.0,1,Veg
100041,CUST01728,2025-06-11,14:52:00,Guest Hotel,Purasawalkam,"South Indian,North Indian",Onion Raita,79.0,1,Veg
100042,CUST00414,2025-04-30,15:17:00,Masaledaar Desi Rasoi,Purasawalkam,"North Indian,Chinese",Subzi Biryani,230.0,1,Veg
100042,CUST00414,2025-04-30,15:17:00,Masaledaar Desi Rasoi,Purasawalkam,"North Indian,Chinese",Special Mixed Fried Rice,250.0,1,Veg
100043,CUST00128,2025-07-15,13:25:00,PARFAIT CAKES N BAKES,Purasawalkam,"Bakery,Desserts",Plum Cake [1/2kg],450.0,2,Veg
100043,CUST00128,2025-07-15,13:25:00,PARFAIT CAKES N BAKES,Purasawalkam,"Bakery,Desserts",Dutch Truffle Pastry [eggless],59.32,1,Veg
100043,CUST00128,2025-07-15,13:25:00,PARFAIT CAKES N BAKES,Purasawalkam,"Bakery,Desserts",Little Heart Cookies [200 Gms],80.51,1,Veg
100043,CUST00128,2025-07-15,13:25:00,PARFAIT CAKES N BAKES,Purasawalkam,"Bakery,Desserts",Honey & Dates Cake [250 Gms],105.93,1,Veg
100044,CUST01295,2025-01-23,13:42:00,Victuals,Poonamallee,"Beverages,Chinese",Cheesy Paneer Shawarma Roll,129.0,1,Veg
100045,CUST00264,2025-07-13,22:24:00,Sangeetha Veg Restaurant,Poonamallee,"South Indian,North Indian",Wheat Dosai,95.0,1,Veg
100045,CUST00264,2025-07-13,22:24:00,Sangeetha Veg Restaurant,Poonamallee,"South Indian,North Indian",Aloo Punjabi Small,233.0,2,Veg
100045,CUST00264,2025-07-13,22:24:00,Sangeetha Veg Restaurant,Poonamallee,"South Indian,North Indian",Spl Curd Rice Small,115.0,1,Veg
100045,CUST00264,2025-07-13,22:24:00,Sangeetha Veg Restaurant,Poonamallee,"South Indian,North Indian",Grape Juice,130.0,1,Veg
100046,CUST01217,2025-01-18,10:18:00,Taj Restaurant,Poonamallee,"North Indian,Arabian",Mutton Fry,325.0,1,Non-veg
100046,CUST01217,2025-01-18,10:18:00,Taj Restaurant,Poonamallee,"North Indian,Arabian",Chicken Tikka Subz ( 4 pcs),130.0,1,Non-veg
100046,CUST01217,2025-01-18,10:18:00,Taj Restaurant,Poonamallee,"North Indian,Arabian",Non-Veg Mixed Fried Rice,325.0,1,Non-veg
100046,CUST01217,2025-01-18,10:18:00,Taj Restaurant,Poonamallee,"North Indian,Arabian",Sharjah Shake,120.0,2,Veg
100046,CUST01217,2025-01-18,10:18:00,Taj Restaurant,Poonamallee,"North Indian,Arabian",Sweet Corn Mutton Soup,145.0,1,Non-veg
100046,CUST01217,2025-01-18,10:18:00,Taj Restaurant,Poonamallee,"North Indian,Arabian",Chocolate Milkshake,100.0,1,Veg
100047,CUST01012,2025-06-03,09:57:00,Royal Sandwich,Purasawalkam,Fast Food,Panini Paneer Mayo Sandwich,165.0,1,Veg
100047,CUST01012,2025-06-03,09:57:00,Royal Sandwich,Purasawalkam,Fast Food,Chutney Cheese Sandwich,94.0,1,Veg
100048,CUST01184,2025-04-27,15:44:00,Guest Hotel,Purasawalkam,"South Indian,North Indian",Cream Of Veg Corn Soup,100.0,1,Veg
100048,CUST01184,2025-04-27,15:44:00,Guest Hotel,Purasawalkam,"South Indian,North Indian",Extra Tiffin Sambar,59.0,1,Veg
100049,CUST01300,2025-01-14,10:32:00,Taj Restaurant,Poonamallee,"North Indian,Arabian",Chicken Masala,250.0,1,Non-veg
100049,CUST01300,2025-01-14,10:32:00,Taj Restaurant,Poonamallee,"North Indian,Arabian",Cherry Juice,80.0,1,Veg
100050,CUST00476,2025-07-24,16:25:00,Taj Restaurant,Poonamallee,"North Indian,Arabian",Chicken 90,210.0,1,Non-veg
100050,CUST00476,2025-07-24,16:25:00,Taj Restaurant,Poonamallee,"North Indian,Arabian",Strawberry Juice(120 ml),80.0,1,Veg
100050,CUST00476,2025-07-24,16:25:00,Taj Restaurant,Poonamallee,"North Indian,Arabian",Kiwi Milkshake,100.0,1,Veg
100051,CUST01997,2025-05-25,09:06:00,Liza Restaurant (Halal),Purasawalkam,"Arabian,North Indian",Prawn Crispy Fry,348.0,1,Non-veg
100052,CUST02455,2025-04-14,21:15:00,Hotel Shiva Sagar,Purasawalkam,"North Indian,Jain",Ghee Dosa,126.0,1,Veg
100052,CUST02455,2025-04-14,21:15:00,Hotel Shiva Sagar,Purasawalkam,"North Indian,Jain",Banana Milkshake,96.0,1,Veg
100053,CUST00141,2025-02-18,10:40:00,Hotel Raaj Bhaavan,Purasawalkam,"South Indian,North Indian",Naan (W) Paneer Butter Masala,140.0,1,Veg
100053,CUST00141,2025-02-18,10:40:00,Hotel Raaj Bhaavan,Purasawalkam,"South Indian,North Indian",Mushroom Noodles,210.0,1,Veg
100054,CUST00222,2025-07-14,22:03:00,Royal Sandwich,Purasawalkam,Fast Food,Onion Cheese Sandwich,94.0,1,Veg
100054,CUST00222,2025-07-14,22:03:00,Royal Sandwich,Purasawalkam,Fast Food,Banana Lassi,99.0,1,Veg
100055,CUST01085,2025-04-30,19:50:00,Taj Restaurant,Poonamallee,"North Indian,Arabian",Fish Fried Rice,260.0,1,Non-veg
100056,CUST01315,2025-02-19,09:14:00,Lassi Coruscoa,Purasawalkam,Desserts,Nutella Lychee,155.0,1,Veg
100057,CUST01585,2025-04-27,13:35:00,Guest Hotel,Purasawalkam,"South Indian,North Indian",Garlic Paratha,70.0,1,Veg
100057,CUST01585,2025-04-27,13:35:00,Guest Hotel,Purasawalkam,"South Indian,North Indian",Pineapple Cheese Salad,130.0,2,Veg
100058,CUST01150,2025-04-05,20:01:00,LAKSHMI RESTAURANT,Poonamallee,Indian,Chilli Parotta,130.0,1,Veg
100058,CUST01150,2025-04-05,20:01:00,LAKSHMI RESTAURANT,Poonamallee,Indian,Fig,80.0,1,Veg
100058,CUST01150,2025-04-05,20:01:00,LAKSHMI RESTAURANT,Poonamallee,Indian,French Fries,110.0,1,Veg
100059,CUST02499,2025-03-22,12:04:00,Guest Hotel,Purasawalkam,"South Indian,North Indian",Spicy Veg And Paneer Balls ( 2 Nos ),140.0,1,Veg
100060,CUST01115,2025-04-21,15:17:00,Guest Hotel,Purasawalkam,"South Indian,North Indian",Cashewnut Paratha,90.0,1,Veg
100060,CUST01115,2025-04-21,15:17:00,Guest Hotel,Purasawalkam,"South Indian,North Indian",Onion Raita,79.0,1,Veg
100061,CUST00914,2025-07-20,17:20:00,Guest Hotel,Purasawalkam,"South Indian,North Indian",Chilli Paneer,165.0,1,Veg
100061,CUST00914,2025-07-20,17:20:00,Guest Hotel,Purasawalkam,"South Indian,North Indian",Cream Of Mushroom Soup,105.0,1,Veg
100061,CUST00914,2025-07-20,17:20:00,Guest Hotel,Purasawalkam,"South Indian,North Indian",Naan,51.0,2,Veg
100061,CUST00914,2025-07-20,17:20:00,Guest Hotel,Purasawalkam,"South Indian,North Indian",Kesar Badam Pista Milk,99.0,1,Veg
100062,CUST00228,2025-02-13,22:09:00,PARFAIT CAKES N BAKES,Purasawalkam,"Bakery,Desserts",White Forest Pastry,50.85,1,Non-veg
100062,CUST00228,2025-02-13,22:09:00,PARFAIT CAKES N BAKES,Purasawalkam,"Bakery,Desserts",Choco Lava,63.56,1,Veg
100062,CUST00228,2025-02-13,22:09:00,PARFAIT CAKES N BAKES,Purasawalkam,"Bakery,Desserts",Choco Brownie With Salted Caramel,76.27,2,Veg
100063,CUST00760,2025-06-02,21:01:00,THE NEW BOX,Purasawalkam,"Chinese,Indian",Mushroom 95,290.0,1,Veg
100063,CUST00760,2025-06-02,21:01:00,THE NEW BOX,Purasawalkam,"Chinese,Indian",Sandwich Toast,140.0,1,Veg
100063,CUST00760,2025-06-02,21:01:00,THE NEW BOX,Purasawalkam,"Chinese,Indian",Ghee Kichiya,90.0,1,Veg
100064,CUST00070,2025-07-01,19:12:00,Guest Hotel,Purasawalkam,"South Indian,North Indian",Cream Of Veg Noodles Soup,105.0,2,Veg
100064,CUST00070,2025-07-01,19:12:00,Guest Hotel,Purasawalkam,"South Indian,North Indian",Peas Masala Dosa,111.0,2,Veg
100064,CUST00070,2025-07-01,19:12:00,Guest Hotel,Purasawalkam,"South Indian,North Indian",Sambar Rice,60.0,1,Veg
100065,CUST01196,2025-05-18,22:38:00,Hotel Shiva Sagar,Purasawalkam,"North Indian,Jain",Jain Paneer Butter Masala,264.0,1,Veg
100066,CUST01530,2025-06-13,18:08:00,Victuals,Poonamallee,"Beverages,Chinese",Fig Milkshake (1 Litre),229.0,1,Veg
100067,CUST00269,2025-01-29,19:02:00,LAKSHMI RESTAURANT,Poonamallee,Indian,Shezwan Prawn Noodles,220.0,1,Non-veg
100067,CUST00269,2025-01-29,19:02:00,LAKSHMI RESTAURANT,Poonamallee,Indian,Egg Pepper Roast,110.0,1,Non-veg
100067,CUST00269,2025-01-29,19:02:00,LAKSHMI RESTAURANT,Poonamallee,Indian,Fresh Lemon,40.0,1,Veg
100067,CUST00269,2025-01-29,19:02:00,LAKSHMI RESTAURANT,Poonamallee,Indian,French Fries,110.0,1,Veg
100068,CUST01755,2025-04-28,19:42:00,Taj Restaurant,Poonamallee,"North Indian,Arabian",Chicken Burger (Spicy),105.0,1,Non-veg
100068,CUST01755,2025-04-28,19:42:00,Taj Restaurant,Poonamallee,"North Indian,Arabian",Apple Juice,80.0,1,Veg
100068,CUST01755,2025-04-28,19:42:00,Taj Restaurant,Poonamallee,"North Indian,Arabian",Strawberry Cup Ice cream,25.0,1,Veg
100069,CUST01522,2025-07-02,18:04:00,Liza Restaurant (Halal),Purasawalkam,"Arabian,North Indian",Bbq Chicken Wings,298.0,2,Non-veg
100069,CUST01522,2025-07-02,18:04:00,Liza Restaurant (Halal),Purasawalkam,"Arabian,North Indian",Ghee Rice,178.0,1,Veg
100069,CUST01522,2025-07-02,18:04:00,Liza Restaurant (Halal),Purasawalkam,"Arabian,North Indian",Banana Lassi,70.0,1,Veg
100070,CUST01760,2025-01-27,13:34:00,THE NEW BOX,Purasawalkam,"Chinese,Indian",Ginger Paneer,420.0,1,Veg
100071,CUST01800,2025-07-12,19:25:00,BUHARI,Purasawalkam,"Biryani,North Indian",Schezwan Prawns,349.0,1,Non-veg
