order_id,customer_id,restaurant_id,order_date,order_time_slot,veg_season_tag,is_veg_order,item_count,gross_amount,discount_pct,discount_amount,delivery_fee,final_amount,delivery_time_min,rating_given
100039,1267,2,2025-01-01,Afternoon,Regular,0,1,104.0,0,0.0,30.0,134.0,24,5.0
100040,1924,7,2025-01-01,Afternoon,Regular,0,1,299.0,0,0.0,30.0,329.0,20,4.0
100041,1491,9,2025-01-01,Afternoon,Regular,1,4,503.0,10,50.3,0.0,452.7,46,5.0
100042,352,8,2025-01-01,Afternoon,Regular,1,2,480.0,10,48.0,0.0,432.0,34,3.0
100043,105,6,2025-01-01,Afternoon,Regular,1,4,1145.7600000000002,10,114.58,0.0,1031.18,41,4.0
100044,1115,2,2025-01-01,Evening,Regular,1,1,129.0,0,0.0,30.0,159.0,36,5.0
100045,224,1,2025-01-01,Morning,Regular,1,4,806.0,10,80.6,0.0,725.4,23,5.0
100046,1045,3,2025-01-01,Night,Regular,0,6,1265.0,10,126.5,0.0,1138.5,24,5.0
100047,869,5,2025-01-01,Afternoon,Regular,1,2,259.0,0,0.0,30.0,289.0,21,3.0
100048,1015,9,2025-01-02,Afternoon,Regular,1,2,159.0,0,0.0,30.0,189.0,18,5.0
100049,1120,3,2025-01-02,Afternoon,Regular,0,2,330.0,0,0.0,0.0,330.0,26,4.0
100050,403,3,2025-01-02,Evening,Regular,0,3,390.0,0,0.0,0.0,390.0,44,4.0
100051,1727,11,2025-01-02,Evening,Regular,0,1,348.0,0,0.0,0.0,348.0,24,3.0
100052,2131,10,2025-01-02,Afternoon,Regular,1,2,222.0,0,0.0,30.0,252.0,34,5.0
100053,118,14,2025-01-02,Night,Regular,1,2,350.0,0,0.0,0.0,350.0,45,5.0
100054,186,5,2025-01-02,Evening,Regular,1,2,193.0,0,0.0,30.0,223.0,44,5.0
100055,926,3,2025-01-02,Night,Regular,0,1,260.0,0,0.0,30.0,290.0,25,5.0
100056,1134,13,2025-01-02,Night,Regular,1,1,155.0,0,0.0,30.0,185.0,35,5.0
100057,1371,9,2025-01-02,Afternoon,Regular,1,2,330.0,0,0.0,0.0,330.0,29,4.0
100058,985,15,2025-01-02,Night,Regular,1,3,320.0,0,0.0,0.0,320.0,20,4.0
100059,2170,9,2025-01-02,Morning,Regular,1,1,140.0,0,0.0,30.0,170.0,19,5.0
100060,953,9,2025-01-02,Morning,Regular,1,2,169.0,0,0.0,30.0,199.0,19,4.0
100061,787,9,2025-01-02,Morning,Regular,1,4,471.0,10,47.1,0.0,423.9,20,5.0
100062,191,6,2025-01-02,Evening,Regular,0,3,266.95,0,0.0,30.0,296.95,47,4.0
100063,653,4,2025-01-02,Afternoon,Regular,1,3,520.0,10,52.0,0.0,468.0,39,5.0
100064,56,9,2025-01-02,Morning,Regular,1,3,492.0,10,49.2,0.0,442.8,21,5.0
100065,1025,10,2025-01-02,Evening,Regular,1,1,264.0,0,0.0,30.0,294.0,46,5.0
100066,1324,2,2025-01-02,Afternoon,Regular,1,1,229.0,0,0.0,30.0,259.0,42,4.0
100067,229,15,2025-01-02,Afternoon,Regular,0,4,480.0,10,48.0,0.0,432.0,27,3.0
100068,1515,3,2025-01-02,Evening,Regular,0,3,210.0,0,0.0,30.0,240.0,42,5.0
100069,1317,11,2025-01-02,Afternoon,Regular,0,3,844.0,10,84.4,0.0,759.6,29,4.0
100070,1520,4,2025-01-02,Evening,Regular,1,1,420.0,10,42.0,0.0,378.0,29,5.0
100071,1554,7,2025-01-02,Afternoon,Regular,0,2,488.0,10,48.8,0.0,439.2,20,5.0
100073,1878,5,2025-01-02,Night,Regular,0,1,129.0,0,0.0,30.0,159.0,30,4.0
100074,1102,12,2025-01-02,Night,Regular,0,4,490.0,10,49.0,0.0,441.0,36,4.0
100075,1818,5,2025-01-02,Afternoon,Regular,1,2,219.0,0,0.0,30.0,249.0,22,5.0
100076,1181,1,2025-01-02,Morning,Regular,1,4,806.0,10,80.6,0.0,725.4,41,5.0
100077,1402,4,2025-01-02,Evening,Regular,1,1,840.0,10,84.0,0.0,756.0,42,5.0
100078,1569,6,2025-01-02,Evening,Regular,1,1,900.0,10,90.0,0.0,810.0,37,5.0
100079,497,7,2025-01-02,Night,Regular,0,3,963.0,10,96.3,0.0,866.7,35,5.0
100080,475,12,2025-01-02,Night,Regular,0,4,920.0,10,92.0,0.0,828.0,18,5.0
100081,387,2,2025-01-02,Morning,Regular,0,4,519.0,10,51.9,0.0,467.1,29,5.0
100082,1656,11,2025-01-02,Afternoon,Regular,0,3,722.0,10,72.2,0.0,649.8,19,3.0
100083,818,15,2025-01-02,Morning,Regular,1,2,330.0,0,0.0,0.0,330.0,21,4.0
100084,470,1,2025-01-02,Evening,Regular,1,3,677.0,10,67.7,0.0,609.3,35,4.0
100085,1841,10,2025-01-02,Evening,Regular,1,2,337.0,0,0.0,0.0,337.0,26,3.0
100086,508,7,2025-01-02,Afternoon,Regular,0,3,683.0,10,68.3,0.0,614.7,44,4.0
100087,807,9,2025-01-02,Morning,Regular,1,1,120.0,0,0.0,30.0,150.0,18,4.0
100088,1846,7,2025-01-02,Afternoon,Regular,0,5,1446.0,10,144.6,0.0,1301.4,37,4.0
100089,273,5,2025-01-02,Afternoon,Regular,1,1,109.0,0,0.0,30.0,139.0,43,5.0
100090,294,10,2025-01-02,Evening,Regular,1,3,605.0,10,60.5,0.0,544.5,40,4.0
100091,1547,8,2025-01-02,Evening,Regular,1,3,770.0,10,77.0,0.0,693.0,39,4.0
100092,149,3,2025-01-02,Night,Regular,1,1,80.0,0,0.0,30.0,110.0,39,5.0
100093,2048,2,2025-01-03,Evening,Regular,1,1,119.0,0,0.0,30.0,149.0,37,4.0
100094,2147,1,2025-01-03,Morning,Regular,1,3,676.0,10,67.6,0.0,608.4,32,4.0
100095,1940,2,2025-01-03,Evening,Regular,1,3,237.0,0,0.0,30.0,267.0,23,5.0
100096,2022,2,2025-01-03,Evening,Regular,1,5,562.0,10,56.2,0.0,505.8,20,5.0
100097,516,10,2025-01-03,Afternoon,Regular,1,3,259.0,0,0.0,30.0,289.0,27,5.0
100098,878,7,2025-01-03,Night,Regular,0,3,637.0,10,63.7,0.0,573.3,23,4.0
100099,1041,3,2025-01-03,Evening,Regular,0,2,405.0,10,40.5,0.0,364.5,24,4.0
100100,350,3,2025-01-03,Evening,Regular,0,3,1100.0,10,110.0,0.0,990.0,26,4.0
100101,1604,3,2025-01-03,Afternoon,Regular,0,2,305.0,0,0.0,0.0,305.0,20,4.0
100102,1277,7,2025-01-03,Morning,Regular,0,2,538.0,10,53.8,0.0,484.2,19,4.0
100103,603,3,2025-01-03,Afternoon,Regular,0,4,700.0,10,70.0,0.0,630.0,31,5.0
100104,1395,9,2025-01-03,Morning,Regular,1,3,335.0,0,0.0,0.0,335.0,27,5.0
100106,2126,5,2025-01-03,Evening,Regular,1,1,135.0,0,0.0,30.0,165.0,42,4.0
100107,2070,11,2025-01-03,Afternoon,Regular,0,1,328.0,0,0.0,0.0,328.0,18,5.0
100108,1760,2,2025-01-03,Evening,Regular,1,1,229.0,0,0.0,30.0,259.0,31,4.0
100109,392,12,2025-01-03,Night,Regular,0,3,490.0,10,49.0,0.0,441.0,33,5.0
100110,2158,7,2025-01-03,Afternoon,Regular,0,2,312.0,0,0.0,0.0,312.0,46,4.0
100111,327,5,2025-01-03,Evening,Regular,0,5,654.0,10,65.4,0.0,588.6,20,4.0
100112,1950,4,2025-01-03,Evening,Regular,1,2,500.0,10,50.0,0.0,450.0,42,5.0
100114,1268,3,2025-01-03,Afternoon,Regular,0,4,690.0,10,69.0,0.0,621.0,19,3.0
100115,1102,6,2025-01-03,Afternoon,Regular,0,4,1447.1,10,144.71,0.0,1302.39,19,5.0
100116,970,2,2025-01-03,Afternoon,Regular,0,3,411.0,10,41.1,0.0,369.9,32,5.0
100117,1377,6,2025-01-03,Afternoon,Regular,1,3,170.85,0,0.0,30.0,200.85,45,5.0
100118,1163,10,2025-01-03,Night,Regular,1,2,156.0,0,0.0,30.0,186.0,45,4.0
100119,943,1,2025-01-03,Evening,Regular,1,5,802.0,10,80.2,0.0,721.8,31,5.0
100120,44,8,2025-01-03,Evening,Regular,1,1,220.0,0,0.0,30.0,250.0,46,4.0
100121,1738,12,2025-01-03,Night,Regular,1,1,110.0,0,0.0,30.0,140.0,23,3.0
100122,1026,8,2025-01-03,Evening,Regular,1,4,420.0,10,42.0,0.0,378.0,28,5.0
100123,1780,3,2025-01-03,Afternoon,Regular,0,4,595.0,10,59.5,0.0,535.5,45,4.0
100124,558,1,2025-01-03,Evening,Regular,1,4,684.0,10,68.4,0.0,615.6,36,5.0
100125,332,8,2025-01-03,Afternoon,Regular,1,1,260.0,0,0.0,30.0,290.0,19,4.0
100126,45,8,2025-01-03,Evening,Regular,1,4,960.0,10,96.0,0.0,864.0,19,4.0
100127,1604,6,2025-01-03,Night,Regular,0,4,1896.19,10,189.62,0.0,1706.57,35,3.0
100128,1417,11,2025-01-03,Afternoon,Regular,0,3,784.0,10,78.4,0.0,705.6,41,4.0
100129,943,6,2025-01-03,Afternoon,Regular,0,3,417.37,10,41.74,0.0,375.63,40,4.0
100131,1640,9,2025-01-03,Morning,Regular,1,4,501.0,10,50.1,0.0,450.9,20,3.0
100132,1015,9,2025-01-03,Afternoon,Regular,1,3,418.0,10,41.8,0.0,376.2,45,4.0
100133,1279,5,2025-01-03,Evening,Regular,1,3,313.0,0,0.0,0.0,313.0,36,4.0
100134,118,1,2025-01-03,Evening,Regular,1,1,175.0,0,0.0,30.0,205.0,33,3.0
100135,1857,9,2025-01-03,Morning,Regular,1,1,165.0,0,0.0,30.0,195.0,21,5.0
100136,1407,8,2025-01-03,Afternoon,Regular,1,3,455.0,10,45.5,0.0,409.5,25,5.0
100137,1248,7,2025-01-03,Afternoon,Regular,0,2,747.0,10,74.7,0.0,672.3,24,4.0
100138,1523,5,2025-01-03,Afternoon,Regular,0,1,125.0,0,0.0,30.0,155.0,46,5.0
100139,1174,14,2025-01-03,Morning,Regular,1,2,190.0,0,0.0,30.0,220.0,45,5.0
100140,1656,7,2025-01-03,Afternoon,Regular,0,3,637.0,10,63.7,0.0,573.3,35,4.0
100141,633,11,2025-01-04,Night,Regular,0,3,396.0,0,0.0,0.0,396.0,37,4.0
100142,902,8,2025-01-04,Afternoon,Regular,1,1,440.0,10,44.0,0.0,396.0,46,4.0
100143,917,6,2025-01-04,Evening,Regular,0,3,1389.8200000000002,10,138.98,0.0,1250.84,44,4.0
100144,1282,14,2025-01-04,Afternoon,Regular,1,4,730.0,10,73.0,0.0,657.0,31,4.0
100145,1270,8,2025-01-04,Afternoon,Regular,1,3,790.0,10,79.0,0.0,711.0,46,5.0
100146,1383,9,2025-01-04,Night,Regular,1,2,231.0,0,0.0,30.0,261.0,47,4.0
100147,2152,3,2025-01-04,Night,Regular,0,1,170.0,0,0.0,30.0,200.0,47,4.0
100148,1348,7,2025-01-04,Afternoon,Regular,0,2,489.0,10,48.9,0.0,440.1,39,5.0
100149,993,7,2025-01-04,Afternoon,Regular,0,4,976.0,10,97.6,0.0,878.4,38,5.0
100150,726,14,2025-01-04,Morning,Regular,1,2,255.0,0,0.0,30.0,285.0,43,4.0
100151,262,6,2025-01-04,Evening,Regular,0,6,699.1500000000001,10,69.92,0.0,629.23,22,4.0
100154,909,2,2025-01-04,Morning,Regular,0,4,595.0,10,59.5,0.0,535.5,38,5.0
100155,930,8,2025-01-04,Evening,Regular,1,3,740.0,10,74.0,0.0,666.0,30,5.0
100156,468,13,2025-01-04,Evening,Regular,1,2,429.0,10,42.9,0.0,386.1,35,3.0
100158,312,4,2025-01-04,Morning,Regular,1,3,1080.0,10,108.0,0.0,972.0,21,4.0
100159,1057,13,2025-01-04,Evening,Regular,1,3,790.0,10,79.0,0.0,711.0,34,5.0
100160,1054,6,2025-01-04,Night,Regular,0,2,802.97,10,80.3,0.0,722.67,38,5.0
100161,1403,6,2025-01-04,Evening,Regular,1,1,59.32,0,0.0,30.0,89.32,40,4.0
100162,403,4,2025-01-04,Afternoon,Regular,1,2,820.0,10,82.0,0.0,738.0,47,4.0
100163,913,7,2025-01-04,Afternoon,Regular,0,2,226.0,0,0.0,30.0,256.0,37,4.0
100164,1098,1,2025-01-04,Night,Regular,1,3,456.0,10,45.6,0.0,410.4,35,4.0
100165,20,9,2025-01-04,Morning,Regular,1,4,343.0,0,0.0,0.0,343.0,26,5.0
100166,1950,2,2025-01-04,Evening,Regular,1,4,415.0,10,41.5,0.0,373.5,46,4.0
100167,1267,11,2025-01-04,Night,Regular,0,5,832.0,10,83.2,0.0,748.8,38,5.0
100168,462,2,2025-01-04,Afternoon,Regular,1,1,119.0,0,0.0,30.0,149.0,34,5.0
100169,57,5,2025-01-04,Evening,Regular,1,4,615.0,10,61.5,0.0,553.5,34,5.0
100170,1248,8,2025-01-04,Afternoon,Regular,1,2,420.0,10,42.0,0.0,378.0,26,5.0
100171,454,11,2025-01-04,Evening,Regular,0,2,268.0,0,0.0,30.0,298.0,45,3.0
100172,1394,11,2025-01-04,Evening,Regular,0,2,356.0,0,0.0,0.0,356.0,18,5.0
100173,1656,11,2025-01-04,Evening,Regular,0,6,1233.0,10,123.3,0.0,1109.7,43,4.0
100174,1387,2,2025-01-04,Morning,Regular,0,4,650.0,10,65.0,0.0,585.0,25,4.0
100175,1541,7,2025-01-04,Night,Regular,0,3,737.0,10,73.7,0.0,663.3,28,4.0
100176,2143,2,2025-01-04,Afternoon,Regular,1,2,577.0,10,57.7,0.0,519.3,25,5.0
100177,433,12,2025-01-04,Afternoon,Regular,0,5,1030.0,10,103.0,0.0,927.0,25,4.0
100178,430,11,2025-01-04,Morning,Regular,0,2,406.0,10,40.6,0.0,365.4,34,3.0
100179,993,15,2025-01-04,Afternoon,Regular,0,2,320.0,0,0.0,0.0,320.0,41,5.0
100180,454,13,2025-01-04,Evening,Regular,1,2,228.0,0,0.0,30.0,258.0,22,5.0
100181,2027,5,2025-01-04,Morning,Regular,0,1,119.0,0,0.0,30.0,149.0,18,4.0
100185,223,11,2025-01-04,Evening,Regular,0,2,268.0,0,0.0,30.0,298.0,25,3.0
100186,406,4,2025-01-04,Afternoon,Regular,1,1,380.0,0,0.0,0.0,380.0,42,5.0
100187,1301,14,2025-01-04,Afternoon,Regular,1,3,285.0,0,0.0,30.0,315.0,18,3.0
100188,1267,7,2025-01-04,Afternoon,Regular,0,1,638.0,10,63.8,0.0,574.2,41,4.0
100189,1667,11,2025-01-04,Night,Regular,0,3,516.0,10,51.6,0.0,464.4,34,5.0
100191,902,11,2025-01-04,Afternoon,Regular,1,4,751.0,10,75.1,0.0,675.9,38,4.0
100192,1864,2,2025-01-05,Night,Regular,0,1,94.0,0,0.0,30.0,124.0,31,5.0
100193,1909,1,2025-01-05,Morning,Regular,1,4,711.0,10,71.1,0.0,639.9,37,5.0
100194,1509,13,2025-01-05,Evening,Regular,1,4,569.0,10,56.9,0.0,512.1,24,5.0
100195,1921,4,2025-01-05,Afternoon,Regular,1,1,440.0,10,44.0,0.0,396.0,36,4.0
100197,1950,5,2025-01-05,Night,Regular,0,2,254.0,0,0.0,30.0,284.0,22,5.0
100198,426,12,2025-01-05,Night,Regular,0,3,485.0,10,48.5,0.0,436.5,39,5.0
100199,753,5,2025-01-05,Afternoon,Regular,0,2,248.0,0,0.0,30.0,278.0,27,3.0
100200,406,7,2025-01-05,Evening,Regular,0,3,693.0,10,69.3,0.0,623.7,33,5.0
100201,2147,10,2025-01-05,Evening,Regular,1,5,492.0,10,49.2,0.0,442.8,25,5.0
100202,1585,4,2025-01-05,Afternoon,Regular,1,2,720.0,10,72.0,0.0,648.0,42,5.0
100203,708,15,2025-01-05,Afternoon,Regular,0,3,450.0,10,45.0,0.0,405.0,32,4.0
100204,785,3,2025-01-05,Afternoon,Regular,1,3,175.0,0,0.0,30.0,205.0,34,4.0
100205,1439,10,2025-01-05,Morning,Regular,1,2,453.0,10,45.3,0.0,407.7,21,5.0
100206,586,13,2025-01-05,Night,Regular,1,2,279.0,0,0.0,30.0,309.0,26,5.0
100207,1748,9,2025-01-05,Evening,Regular,1,3,340.0,0,0.0,0.0,340.0,40,3.0
100208,1650,3,2025-01-05,Evening,Regular,0,4,835.0,10,83.5,0.0,751.5,35,4.0
100209,259,8,2025-01-05,Afternoon,Regular,1,5,1050.0,10,105.0,0.0,945.0,21,4.0
100210,208,11,2025-01-05,Afternoon,Regular,0,2,406.0,10,40.6,0.0,365.4,25,4.0
100211,5,13,2025-01-05,Night,Regular,1,1,70.0,0,0.0,30.0,100.0,30,5.0
100212,462,7,2025-01-05,Night,Regular,1,3,457.0,10,45.7,0.0,411.3,33,5.0
100213,1370,8,2025-01-05,Night,Regular,1,3,540.0,10,54.0,0.0,486.0,45,4.0
100215,950,4,2025-01-05,Evening,Regular,1,2,530.0,10,53.0,0.0,477.0,27,4.0
100216,1269,11,2025-01-05,Evening,Regular,0,2,367.0,0,0.0,0.0,367.0,25,5.0
100217,1279,11,2025-01-05,Afternoon,Regular,0,4,1182.0,10,118.2,0.0,1063.8,26,4.0
100219,1377,9,2025-01-05,Morning,Regular,1,2,320.0,0,0.0,0.0,320.0,44,5.0
100220,1250,7,2025-01-05,Night,Regular,0,1,235.0,0,0.0,30.0,265.0,43,5.0
100221,358,1,2025-01-05,Afternoon,Regular,1,4,825.0,10,82.5,0.0,742.5,39,4.0
100222,2156,11,2025-01-05,Morning,Regular,1,3,243.0,0,0.0,30.0,273.0,37,4.0
100223,342,5,2025-01-05,Afternoon,Regular,0,1,125.0,0,0.0,30.0,155.0,36,5.0
100224,1017,8,2025-01-05,Evening,Regular,1,1,120.0,0,0.0,30.0,150.0,41,5.0
100225,401,6,2025-01-05,Morning,Regular,0,6,1061.44,10,106.14,0.0,955.3,43,5.0
100226,525,1,2025-01-05,Morning,Regular,1,3,605.0,10,60.5,0.0,544.5,40,5.0
100227,949,14,2025-01-05,Afternoon,Regular,1,4,275.0,0,0.0,30.0,305.0,29,5.0
100228,375,1,2025-01-05,Afternoon,Regular,1,4,457.0,10,45.7,0.0,411.3,35,5.0
100229,1635,12,2025-01-05,Evening,Regular,0,5,1755.0,10,175.5,0.0,1579.5,47,4.0
100230,1692,15,2025-01-05,Afternoon,Regular,0,3,470.0,10,47.0,0.0,423.0,25,5.0
100231,1202,3,2025-01-05,Night,Regular,0,3,460.0,10,46.0,0.0,414.0,31,5.0
100232,1267,1,2025-01-05,Morning,Regular,1,2,280.0,0,0.0,30.0,310.0,29,3.0
100233,375,1,2025-01-05,Morning,Regular,1,2,176.0,0,0.0,30.0,206.0,39,5.0
100234,1931,4,2025-01-05,Evening,Regular,1,4,1220.0,10,122.0,0.0,1098.0,42,5.0
100235,802,1,2025-01-05,Afternoon,Regular,1,4,550.0,10,55.0,0.0,495.0,46,5.0
100236,1692,1,2025-01-05,Evening,Regular,1,5,701.0,10,70.1,0.0,630.9,19,4.0
100237,376,5,2025-01-05,Evening,Regular,0,5,883.0,10,88.3,0.0,794.7,32,3.0
100238,871,1,2025-01-05,Afternoon,Regular,1,3,485.0,10,48.5,0.0,436.5,35,4.0
100239,1003,13,2025-01-05,Afternoon,Regular,1,3,460.0,10,46.0,0.0,414.0,36,4.0
100240,854,14,2025-01-06,Morning,Regular,1,2,215.0,0,0.0,30.0,245.0,29,5.0
100242,999,15,2025-01-06,Afternoon,Regular,1,4,470.0,10,47.0,0.0,423.0,28,5.0
100243,1877,2,2025-01-06,Afternoon,Regular,0,4,431.0,10,43.1,0.0,387.9,18,5.0
100244,1859,14,2025-01-06,Night,Regular,1,4,530.0,10,53.0,0.0,477.0,39,5.0
100246,183,10,2025-01-06,Afternoon,Regular,1,3,875.0,10,87.5,0.0,787.5,46,3.0
100247,909,12,2025-01-06,Night,Regular,0,4,844.0,10,84.4,0.0,759.6,29,5.0
100248,42,11,2025-01-06,Evening,Regular,0,3,433.0,10,43.3,0.0,389.7,22,4.0
100249,1383,1,2025-01-06,Evening,Regular,1,3,572.0,10,57.2,0.0,514.8,27,5.0
100250,439,1,2025-01-06,Afternoon,Regular,1,3,222.0,0,0.0,30.0,252.0,25,4.0
100251,2018,5,2025-01-06,Evening,Regular,1,1,250.0,0,0.0,30.0,280.0,22,5.0
100252,1821,4,2025-01-06,Afternoon,Regular,1,3,840.0,10,84.0,0.0,756.0,21,3.0
100253,126,2,2025-01-06,Afternoon,Regular,1,3,411.0,10,41.1,0.0,369.9,27,5.0
100254,802,10,2025-01-06,Evening,Regular,1,4,472.0,10,47.2,0.0,424.8,42,5.0
100255,1323,3,2025-01-06,Afternoon,Regular,1,3,205.0,0,0.0,30.0,235.0,31,5.0
100256,210,15,2025-01-06,Morning,Regular,0,3,500.0,10,50.0,0.0,450.0,44,5.0
100257,1625,3,2025-01-06,Evening,Regular,1,4,405.0,10,40.5,0.0,364.5,33,5.0
100258,574,2,2025-01-06,Afternoon,Regular,0,4,451.0,10,45.1,0.0,405.9,37,5.0
100259,454,2,2025-01-06,Night,Regular,0,3,476.0,10,47.6,0.0,428.4,27,5.0
100260,682,4,2025-01-06,Night,Regular,1,2,300.0,0,0.0,30.0,330.0,39,5.0
100261,1012,1,2025-01-06,Night,Regular,1,2,441.0,10,44.1,0.0,396.9,31,4.0
100262,63,3,2025-01-06,Afternoon,Regular,1,2,300.0,0,0.0,30.0,330.0,19,5.0
100263,1267,14,2025-01-06,Morning,Regular,1,2,270.0,0,0.0,30.0,300.0,37,4.0
100264,118,1,2025-01-06,Night,Regular,1,1,257.0,0,0.0,30.0,287.0,36,5.0
100265,833,6,2025-01-06,Evening,Regular,1,3,274.91,0,0.0,30.0,304.91,23,5.0
100266,884,14,2025-01-06,Night,Regular,1,2,260.0,0,0.0,30.0,290.0,22,4.0
100267,700,7,2025-01-06,Night,Regular,0,3,874.0,10,87.4,0.0,786.6,32,4.0
100268,1720,11,2025-01-06,Night,Regular,0,2,427.0,10,42.7,0.0,384.3,37,5.0
100269,1925,1,2025-01-06,Morning,Regular,1,3,648.0,10,64.8,0.0,583.2,39,5.0
100270,1470,4,2025-01-06,Afternoon,Regular,1,1,460.0,10,46.0,0.0,414.0,22,5.0
100271,959,15,2025-01-06,Evening,Regular,0,1,260.0,0,0.0,30.0,290.0,39,5.0
100272,1258,6,2025-01-06,Evening,Regular,0,4,726.37,10,72.64,0.0,653.73,38,3.0
100273,1371,2,2025-01-06,Afternoon,Regular,1,2,253.0,0,0.0,30.0,283.0,31,4.0
100274,1395,11,2025-01-06,Evening,Regular,0,5,1073.0,10,107.3,0.0,965.7,42,4.0
100275,699,12,2025-01-06,Night,Regular,0,4,590.0,10,59.0,0.0,531.0,34,5.0
100276,1680,2,2025-01-06,Evening,Regular,0,3,391.0,0,0.0,0.0,391.0,21,5.0
100277,955,2,2025-01-06,Evening,Regular,0,3,552.0,10,55.2,0.0,496.8,20,3.0
100278,1922,2,2025-01-06,Morning,Regular,0,4,391.0,0,0.0,0.0,391.0,33,4.0
100279,387,11,2025-01-06,Evening,Regular,1,1,228.0,0,0.0,30.0,258.0,37,5.0
100281,614,14,2025-01-06,Night,Regular,1,3,425.0,10,42.5,0.0,382.5,47,4.0
100282,1259,3,2025-01-06,Afternoon,Regular,0,2,290.0,0,0.0,30.0,320.0,47,5.0
100283,1575,13,2025-01-06,Evening,Regular,1,3,341.0,0,0.0,0.0,341.0,45,5.0
100284,416,2,2025-01-06,Night,Regular,1,4,853.0,10,85.3,0.0,767.7,34,5.0
100285,1455,3,2025-01-06,Night,Regular,0,6,920.0,10,92.0,0.0,828.0,36,3.0
100286,25,7,2025-01-06,Evening,Regular,0,1,285.0,0,0.0,30.0,315.0,30,5.0
100287,1385,13,2025-01-07,Evening,Regular,1,3,413.0,10,41.3,0.0,371.7,43,5.0
100289,1749,3,2025-01-07,Afternoon,Regular,1,5,595.0,10,59.5,0.0,535.5,21,5.0
