date,day_of_week,is_weekend,month,month_name,year,veg_season_tag
2025-06-27,Friday,False,6,June,2025,Regular
2025-06-28,Saturday,True,6,June,2025,Regular
2025-06-29,Sunday,True,6,June,2025,Regular
2025-06-30,Monday,False,6,June,2025,Regular
2025-07-01,Tuesday,False,7,July,2025,Regular
2025-07-02,Wednesday,False,7,July,2025,Regular
2025-07-03,Thursday,False,7,July,2025,Regular
2025-07-04,Friday,False,7,July,2025,Regular
2025-07-05,Saturday,True,7,July,2025,Regular
2025-07-06,Sunday,True,7,July,2025,Regular
2025-07-07,Monday,False,7,July,2025,Regular
2025-07-08,Tuesday,False,7,July,2025,Regular
2025-07-09,Wednesday,False,7,July,2025,Regular
2025-07-10,Thursday,False,7,July,2025,Regular
2025-07-11,Friday,False,7,July,2025,Regular
2025-07-12,Saturday,True,7,July,2025,Regular
2025-07-13,Sunday,True,7,July,2025,Regular
2025-07-14,Monday,False,7,July,2025,Regular
2025-07-15,Tuesday,False,7,July,2025,Regular
2025-07-16,Wednesday,False,7,July,2025,Regular
2025-07-17,Thursday,False,7,July,2025,Regular
2025-07-18,Friday,False,7,July,2025,Regular
2025-07-19,Saturday,True,7,July,2025,Regular
2025-07-20,Sunday,True,7,July,2025,Regular
2025-07-21,Monday,False,7,July,2025,Regular
2025-07-22,Tuesday,False,7,July,2025,Regular
2025-07-23,Wednesday,False,7,July,2025,Regular
2025-07-24,Thursday,False,7,July,2025,Regular
2025-07-25,Friday,False,7,July,2025,Shravan
2025-07-26,Saturday,True,7,July,2025,Shravan
2025-07-27,Sunday,True,7,July,2025,Shravan
2025-07-28,Monday,False,7,July,2025,Shravan
2025-07-29,Tuesday,False,7,July,2025,Shravan
2025-07-30,Wednesday,False,7,July,2025,Shravan
2025-07-31,Thursday,False,7,July,2025,Shravan
2025-08-01,Friday,False,8,August,2025,Shravan
2025-08-02,Saturday,True,8,August,2025,Shravan
2025-08-03,Sunday,True,8,August,2025,Shravan
2025-08-04,Monday,False,8,August,2025,Shravan
2025-08-05,Tuesday,False,8,August,2025,Shravan
2025-08-06,Wednesday,False,8,August,2025,Shravan
2025-08-07,Thursday,False,8,August,2025,Shravan
2025-08-08,Friday,False,8,August,2025,Shravan
2025-08-09,Saturday,True,8,August,2025,Shravan
2025-08-10,Sunday,True,8,August,2025,Shravan
2025-08-11,Monday,False,8,August,2025,Shravan
2025-08-12,Tuesday,False,8,August,2025,Shravan
2025-08-13,Wednesday,False,8,August,2025,Shravan
2025-08-14,Thursday,False,8,August,2025,Shravan
2025-08-15,Friday,False,8,August,2025,Shravan
2025-08-16,Saturday,True,8,August,2025,Shravan
2025-08-17,Sunday,True,8,August,2025,Shravan
2025-08-18,Monday,False,8,August,2025,Shravan
2025-08-19,Tuesday,False,8,August,2025,Shravan
2025-08-20,Wednesday,False,8,August,2025,Shravan
2025-08-21,Thursday,False,8,August,2025,Shravan
2025-08-22,Friday,False,8,August,2025,Shravan
2025-08-23,Saturday,True,8,August,2025,Shravan
2025-08-24,Sunday,True,8,August,2025,Regular
2025-08-25,Monday,False,8,August,2025,Regular
2025-08-26,Tuesday,False,8,August,2025,Regular
2025-08-27,Wednesday,False,8,August,2025,Regular
2025-08-28,Thursday,False,8,August,2025,Regular
2025-08-29,Friday,False,8,August,2025,Regular
2025-08-30,Saturday,True,8,August,2025,Regular
2025-08-31,Sunday,True,8,August,2025,Regular
2025-09-01,Monday,False,9,September,2025,Regular
2025-09-02,Tuesday,False,9,September,2025,Regular
2025-09-03,Wednesday,False,9,September,2025,Regular
2025-09-04,Thursday,False,9,September,2025,Regular
2025-09-05,Friday,False,9,September,2025,Regular
2025-09-06,Saturday,True,9,September,2025,Regular
2025-09-07,Sunday,True,9,September,2025,Regular
2025-09-08,Monday,False,9,September,2025,Regular
2025-09-09,Tuesday,False,9,September,2025,Regular
2025-09-10,Wednesday,False,9,September,2025,Regular
2025-09-11,Thursday,False,9,September,2025,Regular
2025-09-12,Friday,False,9,September,2025,Regular
2025-09-13,Saturday,True,9,September,2025,Regular
2025-09-14,Sunday,True,9,September,2025,Regular
2025-09-15,Monday,False,9,September,2025,Regular
2025-09-16,Tuesday,False,9,September,2025,Regular
2025-09-17,Wednesday,False,9,September,2025,Regular
2025-09-18,Thursday,False,9,September,2025,Regular
2025-09-19,Friday,False,9,September,2025,Regular
2025-09-20,Saturday,True,9,September,2025,Regular
2025-09-21,Sunday,True,9,September,2025,Regular
2025-09-22,Monday,False,9,September,2025,Sharad Navratri
2025-09-23,Tuesday,False,9,September,2025,Sharad Navratri
2025-09-24,Wednesday,False,9,September,2025,Sharad Navratri
2025-09-25,Thursday,False,9,September,2025,Sharad Navratri
2025-09-26,Friday,False,9,September,2025,Sharad Navratri
2025-09-27,Saturday,True,9,September,2025,Sharad Navratri
2025-09-28,Sunday,True,9,September,2025,Sharad Navratri
2025-09-29,Monday,False,9,September,2025,Sharad Navratri
2025-09-30,Tuesday,False,9,September,2025,Sharad Navratri
2025-10-01,Wednesday,False,10,October,2025,Sharad Navratri
2025-10-02,Thursday,False,10,October,2025,Regular
2025-10-03,Friday,False,10,October,2025,Regular
2025-10-04,Saturday,True,10,October,2025,Regular
2025-10-05,Sunday,True,10,October,2025,Regular
2025-10-06,Monday,False,10,October,2025,Regular
2025-10-07,Tuesday,False,10,October,2025,Regular
2025-10-08,Wednesday,False,10,October,2025,Regular
2025-10-09,Thursday,False,10,October,2025,Regular
2025-10-10,Friday,False,10,October,2025,Regular
2025-10-11,Saturday,True,10,October,2025,Regular
2025-10-12,Sunday,True,10,October,2025,Regular
2025-10-13,Monday,False,10,October,2025,Regular
2025-10-14,Tuesday,False,10,October,2025,Regular
2025-10-15,Wednesday,False,10,October,2025,Regular
2025-10-16,Thursday,False,10,October,2025,Regular
2025-10-17,Friday,False,10,October,2025,Regular
2025-10-18,Saturday,True,10,October,2025,Regular
2025-10-19,Sunday,True,10,October,2025,Regular
2025-10-20,Monday,False,10,October,2025,Regular
2025-10-21,Tuesday,False,10,October,2025,Regular
2025-10-22,Wednesday,False,10,October,2025,Regular
2025-10-23,Thursday,False,10,October,2025,Regular
2025-10-24,Friday,False,10,October,2025,Regular
2025-10-25,Saturday,True,10,October,2025,Regular
2025-10-26,Sunday,True,10,October,2025,Regular
2025-10-27,Monday,False,10,October,2025,Regular
2025-10-28,Tuesday,False,10,October,2025,Regular
2025-10-29,Wednesday,False,10,October,2025,Regular
2025-10-30,Thursday,False,10,October,2025,Regular
2025-10-31,Friday,False,10,October,2025,Regular
2025-11-01,Saturday,True,11,November,2025,Regular
2025-11-02,Sunday,True,11,November,2025,Regular
2025-11-03,Monday,False,11,November,2025,Regular
2025-11-04,Tuesday,False,11,November,2025,Regular
2025-11-05,Wednesday,False,11,November,2025,Regular
2025-11-06,Thursday,False,11,November,2025,Regular
2025-11-07,Friday,False,11,November,2025,Regular
2025-11-08,Saturday,True,11,November,2025,Regular
2025-11-09,Sunday,True,11,November,2025,Regular
2025-11-10,Monday,False,11,November,2025,Regular
2025-11-11,Tuesday,False,11,November,2025,Regular
2025-11-12,Wednesday,False,11,November,2025,Regular
2025-11-13,Thursday,False,11,November,2025,Regular
2025-11-14,Friday,False,11,November,2025,Regular
2025-11-15,Saturday,True,11,November,2025,Regular
2025-11-16,Sunday,True,11,November,2025,Regular
2025-11-17,Monday,False,11,November,2025,Regular
2025-11-18,Tuesday,False,11,November,2025,Regular
2025-11-19,Wednesday,False,11,November,2025,Regular
2025-11-20,Thursday,False,11,November,2025,Regular
2025-11-21,Friday,False,11,November,2025,Regular
2025-11-22,Saturday,True,11,November,2025,Regular
2025-11-23,Sunday,True,11,November,2025,Regular
2025-11-24,Monday,False,11,November,2025,Regular
2025-11-25,Tuesday,False,11,November,2025,Regular
2025-11-26,Wednesday,False,11,November,2025,Regular
2025-11-27,Thursday,False,11,November,2025,Regular
2025-11-28,Friday,False,11,November,2025,Regular
2025-11-29,Saturday,True,11,November,2025,Regular
2025-11-30,Sunday,True,11,November,2025,Regular
2025-12-01,Monday,False,12,December,2025,Regular
2025-12-02,Tuesday,False,12,December,2025,Regular
2025-12-03,Wednesday,False,12,December,2025,Regular
2025-12-04,Thursday,False,12,December,2025,Regular
2025-12-05,Friday,False,12,December,2025,Regular
2025-12-06,Saturday,True,12,December,2025,Regular
2025-12-07,Sunday,True,12,December,2025,Regular
2025-12-08,Monday,False,12,December,2025,Regular
2025-12-09,Tuesday,False,12,December,2025,Regular
2025-12-10,Wednesday,False,12,December,2025,Regular
2025-12-11,Thursday,False,12,December,2025,Regular
2025-12-12,Friday,False,12,December,2025,Regular
2025-12-13,Saturday,True,12,December,2025,Regular
2025-12-14,Sunday,True,12,December,2025,Regular
2025-12-15,Monday,False,12,December,2025,Regular
2025-12-16,Tuesday,False,12,December,2025,Regular
2025-12-17,Wednesday,False,12,December,2025,Regular
2025-12-18,Thursday,False,12,December,2025,Regular
2025-12-19,Friday,False,12,December,2025,Regular
2025-12-20,Saturday,True,12,December,2025,Regular
2025-12-21,Sunday,True,12,December,2025,Regular
2025-12-22,Monday,False,12,December,2025,Regular
2025-12-23,Tuesday,False,12,December,2025,Regular
2025-12-24,Wednesday,False,12,December,2025,Regular
2025-12-25,Thursday,False,12,December,2025,Regular
2025-12-26,Friday,False,12,December,2025,Regular
2025-12-27,Saturday,True,12,December,2025,Regular
2025-12-28,Sunday,True,12,December,2025,Regular
2025-12-29,Monday,False,12,December,2025,Regular
2025-12-30,Tuesday,False,12,December,2025,Regular
2025-12-31,Wednesday,False,12,December,2025,Regular
