item_id,item_name,category,veg_flag,price
97,Dosa,"South Indian,Biryani",Non-Veg,70.0
98,Prawn Podimass,"South Indian,Biryani",Non-Veg,220.0
99,Rotti Pilantha,"South Indian,Biryani",Veg,120.0
100,Chicken Lollipop Biryani + Tilo Cool Drink,"South Indian,Biryani",Non-Veg,285.0
101,Sambar Idly(2pcs),"South Indian,Biryani",Veg,80.0
102,Desi Nachos,"Chinese,Indian",Veg,400.0
103,Kitkat Milkshake,"Chinese,Indian",Veg,340.0
104,Watermelon Ice Tea,"Chinese,Indian",Veg,180.0
105,Kung Fu Veg [sweet And Salt],"Chinese,Indian",Veg,520.0
106,Mexican Fries,"Chinese,Indian",Veg,380.0
107,Double Omelette Boiled Egg Mayo Sandwich,Fast Food,Non-Veg,145.0
108,Litchi Mojito,Fast Food,Veg,99.0
109,Victuals Fried Crab Lollypop-2 Pcs,"Beverages,Chinese",Non-Veg,104.0
110,Murg Multani Kabab,"Biryani,North Indian",Non-Veg,299.0
111,Aloo Mutter Masala,"South Indian,North Indian",Veg,135.0
112,Lasagne,"South Indian,North Indian",Veg,210.0
113,Onion Raita,"South Indian,North Indian",Veg,79.0
114,Subzi Biryani,"North Indian,Chinese",Veg,230.0
115,Special Mixed Fried Rice,"North Indian,Chinese",Veg,250.0
116,Plum Cake [1/2kg],"Bakery,Desserts",Veg,450.0
117,Dutch Truffle Pastry [eggless],"Bakery,Desserts",Veg,59.32
118,Little Heart Cookies [200 Gms],"Bakery,Desserts",Veg,80.51
119,Honey & Dates Cake [250 Gms],"Bakery,Desserts",Veg,105.93
120,Cheesy Paneer Shawarma Roll,"Beverages,Chinese",Veg,129.0
121,Wheat Dosai,"South Indian,North Indian",Veg,95.0
122,Aloo Punjabi Small,"South Indian,North Indian",Veg,233.0
123,Spl Curd Rice Small,"South Indian,North Indian",Veg,115.0
124,Grape Juice,"South Indian,North Indian",Veg,130.0
125,Mutton Fry,"North Indian,Arabian",Non-Veg,325.0
126,Chicken Tikka Subz ( 4 pcs),"North Indian,Arabian",Non-Veg,130.0
127,Non-Veg Mixed Fried Rice,"North Indian,Arabian",Non-Veg,325.0
128,Sharjah Shake,"North Indian,Arabian",Veg,120.0
129,Sweet Corn Mutton Soup,"North Indian,Arabian",Non-Veg,145.0
130,Panini Paneer Mayo Sandwich,Fast Food,Veg,165.0
131,Chutney Cheese Sandwich,Fast Food,Veg,94.0
132,Cream Of Veg Corn Soup,"South Indian,North Indian",Veg,100.0
133,Extra Tiffin Sambar,"South Indian,North Indian",Veg,59.0
134,Chicken Masala,"North Indian,Arabian",Non-Veg,250.0
135,Cherry Juice,"North Indian,Arabian",Veg,80.0
136,Chicken 90,"North Indian,Arabian",Non-Veg,210.0
137,Strawberry Juice(120 ml),"North Indian,Arabian",Veg,80.0
138,Prawn Crispy Fry,"Arabian,North Indian",Non-Veg,348.0
139,Ghee Dosa,"North Indian,Jain",Veg,126.0
140,Banana Milkshake,"North Indian,Jain",Veg,96.0
141,Naan (W) Paneer Butter Masala,"South Indian,North Indian",Veg,140.0
142,Mushroom Noodles,"South Indian,North Indian",Veg,210.0
143,Onion Cheese Sandwich,Fast Food,Veg,94.0
144,Fish Fried Rice,"North Indian,Arabian",Non-Veg,260.0
145,Nutella Lychee,Desserts,Veg,155.0
146,Garlic Paratha,"South Indian,North Indian",Veg,70.0
147,Pineapple Cheese Salad,"South Indian,North Indian",Veg,130.0
148,Chilli Parotta,Indian,Veg,130.0
149,French Fries,Indian,Veg,110.0
150,Spicy Veg And Paneer Balls ( 2 Nos ),"South Indian,North Indian",Veg,140.0
151,Cashewnut Paratha,"South Indian,North Indian",Veg,90.0
152,Chilli Paneer,"South Indian,North Indian",Veg,165.0
153,Cream Of Mushroom Soup,"South Indian,North Indian",Veg,105.0
154,Naan,"South Indian,North Indian",Veg,51.0
155,Kesar Badam Pista Milk,"South Indian,North Indian",Veg,99.0
156,Choco Lava,"Bakery,Desserts",Veg,63.56
157,Choco Brownie With Salted Caramel,"Bakery,Desserts",Veg,76.27
158,Mushroom 95,"Chinese,Indian",Veg,290.0
159,Sandwich Toast,"Chinese,Indian",Veg,140.0
160,Ghee Kichiya,"Chinese,Indian",Veg,90.0
161,Cream Of Veg Noodles Soup,"South Indian,North Indian",Veg,105.0
162,Peas Masala Dosa,"South Indian,North Indian",Veg,111.0
163,Sambar Rice,"South Indian,North Indian",Veg,60.0
164,Jain Paneer Butter Masala,"North Indian,Jain",Veg,264.0
165,Fig Milkshake (1 Litre),"Beverages,Chinese",Veg,229.0
166,Shezwan Prawn Noodles,Indian,Non-Veg,220.0
167,Egg Pepper Roast,Indian,Non-Veg,110.0
168,Chicken Burger (Spicy),"North Indian,Arabian",Non-Veg,105.0
169,Apple Juice,"North Indian,Arabian",Veg,80.0
170,Strawberry Cup Ice cream,"North Indian,Arabian",Veg,25.0
171,Bbq Chicken Wings,"Arabian,North Indian",Non-Veg,298.0
172,Ghee Rice,"Arabian,North Indian",Veg,178.0
173,Ginger Paneer,"Chinese,Indian",Veg,420.0
174,Schezwan Prawns,"Biryani,North Indian",Non-Veg,349.0
175,Veg Sweet Corn Soup,"Biryani,North Indian",Veg,139.0
176,Bread Omelette Boiled Egg Cheese Sandwich,Fast Food,Non-Veg,129.0
177,Full Meals,"South Indian,Biryani",Non-Veg,130.0
178,Egg Chettinadu Masala,"South Indian,Biryani",Non-Veg,100.0
179,Fish Mini Meals Combo,"South Indian,Biryani",Non-Veg,180.0
180,Gobi Vadakari Mayo Sandwich,Fast Food,Veg,95.0
181,Spinach Corn Tandoori Cheese Sandwich,Fast Food,Veg,124.0
182,Veg Pulao Large,"South Indian,North Indian",Veg,285.0
183,Mutter Paneer  Large,"South Indian,North Indian",Veg,325.0
184,Coffee Icecream,"South Indian,North Indian",Veg,115.0
185,Kadai Veg Curry,"Chinese,Indian",Veg,420.0
186,Plum Cake [1 Kg],"Bakery,Desserts",Veg,900.0
187,Mini Falooda,"Biryani,North Indian",Veg,190.0
188,Buhari's Mutton Korma,"Biryani,North Indian",Non-Veg,285.0
189,Chocolate Ice Cream,"Biryani,North Indian",Veg,149.0
190,Rotti Ayyam( Chicken),"South Indian,Biryani",Non-Veg,160.0
191,Curd Rice,"South Indian,Biryani",Veg,70.0
192,Rotti Pom,"South Indian,Biryani",Veg,120.0
193,Chicken 65 Biryani + Tilo Cool Drink,"South Indian,Biryani",Non-Veg,285.0
194,Chicken Soup,"Beverages,Chinese",Non-Veg,109.0
195,Double Chocolate Brownie (1 Pcs),"Beverages,Chinese",Veg,114.0
196,Classic Chicken Shawarma Plate,"Beverages,Chinese",Non-Veg,148.0
197,Classic Paneer Shawarma Plate,"Beverages,Chinese",Veg,148.0
198,Kaadai ( Quail ) Tandoori,"Arabian,North Indian",Non-Veg,168.0
199,Mutton Dum Biryani ( 2 Pcs ),"Arabian,North Indian",Non-Veg,298.0
200,Mamgo Delight,"Arabian,North Indian",Veg,88.0
201,Veg Sandwich,Indian,Veg,110.0
202,Butterscoth Shake,Indian,Veg,110.0
203,Maharaja Masala Dosai (sat),"South Indian,North Indian",Veg,152.0
204,Chilly Paneer Dry Large,"South Indian,North Indian",Veg,350.0
205,Fruit Salad (our Combinations) - 450 Ml,"South Indian,North Indian",Veg,175.0
206,Jain Baby Corn Manchurian (dry),"North Indian,Jain",Veg,252.0
207,Choco Brownie Eggless - 1pc,"North Indian,Jain",Veg,85.0
208,Tutti Fruity Ice Cream,"Biryani,North Indian",Veg,149.0
209,Chicken Lollipop Sauce,"Biryani,North Indian",Non-Veg,289.0
210,Garlic Naan,"South Indian,North Indian",Veg,60.0
211,Ginger Chicken,"Biryani,North Indian",Non-Veg,319.0
212,Crispy Fried Mushroom,"Biryani,North Indian",Veg,235.0
213,Buhari's Chicken Masala,"Biryani,North Indian",Non-Veg,259.0
214,Steamed Rice,"Biryani,North Indian",Veg,109.0
215,Strawberry Chocolate Banana Sandwich,Fast Food,Veg,109.0
216,Chinese Combo5(Mushroom Fried Rice +Chilli Paneer Dry),"North Indian,Jain",Veg,399.0
217,Idli (3 Pcs) + Water Melon Juice,"North Indian,Jain",Veg,110.0
218,Paneer 65,"North Indian,Chinese",Veg,270.0
219,Dragon Potato,"North Indian,Chinese",Veg,220.0
220,Triple Chocolate Sundae,"North Indian,Chinese",Veg,280.0
221,Veg Burger,"North Indian,Arabian",Veg,80.0
222,Parotta [2 Pieces] With Veg Khurma,"Beverages,Chinese",Veg,119.0
223,Millet Dosai,"South Indian,North Indian",Veg,86.0
224,Poori With Sd (3 Pcs),"South Indian,North Indian",Veg,90.0
225,Honey Chilli Gobi Small,"South Indian,North Indian",Veg,250.0
226,Cheese Veg Maggi,"Beverages,Chinese",Veg,89.0
227,Sweet Corn Maggi,"Beverages,Chinese",Veg,79.0
228,Mango Lassi (350 Ml),"Beverages,Chinese",Veg,69.0
229,Schezwan Paneer Bread Omelet,"Beverages,Chinese",Veg,84.0
230,Jalapeno Cheesy Poppers (8 Pcs),"Beverages,Chinese",Veg,79.0
231,Gooseberry Juice (500 Ml),"Beverages,Chinese",Veg,79.0
232,Cold Coffee (500 Ml),"Beverages,Chinese",Veg,129.0
233,Bournvita In Chai Flask (250 Ml),"Beverages,Chinese",Veg,112.0
234,Club Sandwich,"North Indian,Jain",Veg,90.0
235,Rava Masala Dosa,"North Indian,Jain",Veg,114.0
236,Tea - Big(serves 2) 250 Ml,"North Indian,Jain",Veg,55.0
237,Chicken Tom Yum Soup,"Biryani,North Indian",Non-Veg,179.0
238,Sweet & Sour Chicken,"Biryani,North Indian",Non-Veg,299.0
239,Chicken Sweet Corn Soup,"Biryani,North Indian",Non-Veg,159.0
240,Garlic Prawns Dry,"North Indian,Arabian",Non-Veg,315.0
241,Jeera Rice,"North Indian,Arabian",Veg,185.0
242,Muskmelon Juice,"North Indian,Arabian",Veg,80.0
243,Egg Biryani,"North Indian,Arabian",Non-Veg,185.0
244,Hot & Sour Veg Soup,"North Indian,Arabian",Veg,120.0
245,Irani Fish Tikka,"Biryani,North Indian",Non-Veg,349.0
246,Steam Rice + Aloo Gobi Masal (250 Ml),"Biryani,North Indian",Veg,189.0
247,Mushroom Pepper Fry,"North Indian,Arabian",Veg,210.0
248,Rose Milk,"North Indian,Arabian",Veg,70.0
249,Mint Lime,"North Indian,Arabian",Veg,40.0
250,Chickenbiriyani+chicken65(2pcs)+chickenlollipop ( 2 Pcs)+chicken Wings ( 2 Pcs)+soft Drinks (200 Ml),"North Indian,Arabian",Non-Veg,380.0
251,Veg Fried Rice,"South Indian,North Indian",Veg,179.0
252,Potato Chips Salted,"South Indian,North Indian",Veg,55.0
253,Sweet Lime Juice,"South Indian,North Indian",Veg,101.0
254,Pita Corn Cheese Sandwich,Fast Food,Veg,135.0
255,Mutton Pepper Masala,"Arabian,North Indian",Non-Veg,328.0
256,Badam Milkshake (1 Litre),"Beverages,Chinese",Veg,229.0
257,Ghee Podi Dosa,"South Indian,Biryani",Veg,110.0
258,Mutton Banana Leaf Parota,"South Indian,Biryani",Non-Veg,240.0
259,Rotti Pisang,"South Indian,Biryani",Veg,140.0
260,Chicken Clear Soup,"Biryani,North Indian",Non-Veg,159.0
261,Choco Crunchy Ice Cream,"Biryani,North Indian",Veg,153.0
262,Spinach Paneer Tandoori Cheese Sandwich,Fast Food,Veg,124.0
263,Thousand Island Chicken Mayo Sandwich,Fast Food,Non-Veg,149.0
264,French Fries (Regular),Fast Food,Veg,99.0
265,Litchi Crusher,Fast Food,Veg,89.0
266,Paneer Roti Chukka,"Chinese,Indian",Veg,340.0
267,Lemon Ice Tea,"Chinese,Indian",Veg,160.0
268,Chicken Wrap,"North Indian,Arabian",Non-Veg,120.0
269,Chicken American Chop suey,"North Indian,Arabian",Non-Veg,300.0
270,Vanilla Ice cream Scoops,"North Indian,Arabian",Veg,60.0
271,Cheese Croissant,"Bakery,Desserts",Veg,38.16
272,Strawberry Cake [eggless] [1 Kg],"Bakery,Desserts",Veg,762.74
273,Creme Brulee Desserts,"Bakery,Desserts",Non-Veg,125.0
274,Coffee Almonds,"Bakery,Desserts",Veg,241.52
275,Chicken Pepper Soup,"Beverages,Chinese",Non-Veg,109.0
276,Badam Milkshake (350 Ml),"Beverages,Chinese",Veg,84.0
277,Pomegranate Juice (500 Ml),"Beverages,Chinese",Veg,109.0
278,Multigrain Bread,"Bakery,Desserts",Veg,80.0
279,Eclairs,"Bakery,Desserts",Veg,40.0
280,Choco Irish [filter Coffee],"Bakery,Desserts",Veg,50.85
281,Toast Butter Jam,"North Indian,Jain",Veg,72.0
282,Pineapple Juice,"North Indian,Jain",Veg,84.0
283,Cholam Dosai,"South Indian,North Indian",Veg,86.0
284,Baby Corn  Manchurian Large,"South Indian,North Indian",Veg,314.0
285,Pineapple Lassi,"South Indian,North Indian",Veg,175.0
286,Sambar Vadai (1 Pc),"South Indian,North Indian",Veg,52.0
287,Veg Ball Manchurian,"North Indian,Chinese",Veg,220.0
288,Milagu (pepper)dhosa,"South Indian,Biryani",Veg,110.0
289,Plain Naan,"North Indian,Chinese",Veg,70.0
290,Fry Papad,"North Indian,Chinese",Veg,40.0
291,Oreo Cream Shake,"North Indian,Chinese",Veg,190.0
292,Mutton Chettinad,"North Indian,Arabian",Non-Veg,325.0
293,Grape Milkshake,"North Indian,Arabian",Veg,100.0
294,Fig Juice,"North Indian,Arabian",Veg,90.0
295,Gobi Manchurian,"South Indian,North Indian",Veg,314.0
296,Tawa Paneer Small,"South Indian,North Indian",Veg,233.0
297,Sweet Pongal,"South Indian,North Indian",Veg,80.0
298,Curd Vadai (1 Pc),"South Indian,North Indian",Veg,57.0
299,Mixed Noodles,"North Indian,Chinese",Veg,260.0
300,Chilli Baby Corn Gravy,"North Indian,Chinese",Veg,250.0
301,Cheese Paneer Tikka,"North Indian,Chinese",Veg,270.0
302,Kitkat Shake,"North Indian,Chinese",Veg,200.0
303,Vanilla Ice Cream,"North Indian,Chinese",Veg,120.0
304,Choco Hazelnut Cake [eggless] [1 Kg],"Bakery,Desserts",Veg,974.58
305,Black Forest Cake [1 Kg],"Bakery,Desserts",Non-Veg,720.34
306,Black Currant Mini Dessert Tub,"Bakery,Desserts",Veg,76.27
307,Mango Pudding,"Bakery,Desserts",Non-Veg,125.0
308,Mutton Pepper Fry ( Dry ),"Arabian,North Indian",Non-Veg,338.0
309,Kadhai Murg,"Arabian,North Indian",Non-Veg,268.0
310,Mutton Sweet Corn Soup,"Arabian,North Indian",Non-Veg,178.0
311,Keser Rasamali Almonds,"Bakery,Desserts",Veg,241.52
312,Dutch Truffle Pastry,"Bakery,Desserts",Non-Veg,50.85
313,Strawberry Panacotta,"Bakery,Desserts",Non-Veg,125.0
314,Pudina Kulcha,"South Indian,North Indian",Veg,70.0
315,Masala Papad,"South Indian,North Indian",Veg,35.0
316,Sambar Vada,"South Indian,North Indian",Veg,66.0
317,Kulcha Combo,"South Indian,North Indian",Veg,240.0
318,Salt Lassi,"South Indian,North Indian",Veg,60.0
319,Lemon Chilli French Fries,Fast Food,Veg,109.0
320,Lemon Pepper French Fries,Fast Food,Veg,109.0
321,Mango Fresh Fruit Milkshake,"South Indian,North Indian",Veg,175.0
322,Gobi 65,"South Indian,North Indian",Veg,165.0
323,Mushroom Bhutia Kebab,"North Indian,Chinese",Veg,250.0
324,Plain Fulka,"North Indian,Chinese",Veg,25.0
325,Cheese Masala Papad,"North Indian,Chinese",Veg,90.0
326,Hariyali Kebab,"Biryani,North Indian",Non-Veg,299.0
327,Masala Dosa,"South Indian,North Indian",Veg,90.0
328,Pudina Paratha,"South Indian,North Indian",Veg,100.0
329,Methi Murg Kabab,"Biryani,North Indian",Non-Veg,299.0
330,Prawn Tom Yum Soup,"Biryani,North Indian",Non-Veg,189.0
331,Butterscotch Ice Cream,"Biryani,North Indian",Veg,149.0
332,Bbq Spicy Hot Chicken,"Arabian,North Indian",Non-Veg,188.0
333,Strawberry Delight,"Arabian,North Indian",Veg,80.0
334,Palak Corn,"North Indian,Chinese",Veg,220.0
335,Honey Butterscotch Cake [eggless] [half Kg],"Bakery,Desserts",Veg,508.47
336,Dutch Truffle Cake [1 Kg],"Bakery,Desserts",Non-Veg,805.08
337,Choco Brownie With Salted Caramel Mini Dessert Tub,"Bakery,Desserts",Veg,76.27
338,Mix Veg Chilly Fry,"South Indian,North Indian",Veg,220.0
339,Pineapple Ice Cream,"South Indian,North Indian",Veg,75.0
340,Strawberry Milkshake with Ice Cream,"South Indian,North Indian",Veg,160.0
341,Mirch Masala Kofta,"North Indian,Chinese",Veg,260.0
342,American Chop Suey,"North Indian,Chinese",Veg,270.0
343,Kurkure Mushroom,"North Indian,Chinese",Veg,260.0
344,Gobi Manchurian Gravy,"South Indian,North Indian",Veg,165.0
345,Nethili Fry,"North Indian,Arabian",Non-Veg,170.0
346,Chinese Pepper Chicken,"Biryani,North Indian",Non-Veg,299.0
347,Dragon Chicken,"Biryani,North Indian",Non-Veg,329.0
348,Steamed Rice With Chicken Pepper Masala,"Biryani,North Indian",Non-Veg,199.0
349,Panneer Naan,"South Indian,North Indian",Veg,115.0
350,Vanilla Cake [half Kg],"Bakery,Desserts",Non-Veg,402.54
351,Cheese Straws [200 Gms],"Bakery,Desserts",Veg,80.51
352,Mango Pastry [eggless],"Bakery,Desserts",Veg,59.32
353,Honey Almond Tart,"Bakery,Desserts",Veg,63.56
354,Black Forest Mini Dessert Tub,"Bakery,Desserts",Veg,76.27
355,Water Bottle,"Bakery,Desserts",Veg,16.95
356,Chicken Barbeque Momos (5 Pcs),"Beverages,Chinese",Non-Veg,144.0
357,Chikoo ( Sapota ) (500ml),"Beverages,Chinese",Veg,129.0
358,Pineapple Juice (500 Ml),"Beverages,Chinese",Veg,104.0
359,Dry Fruit Lassi (350 Ml),"Beverages,Chinese",Veg,74.0
360,Channa Masala,"North Indian,Chinese",Veg,230.0
361,Dragon Baby Corn,"North Indian,Chinese",Veg,250.0
362,Banana Smoothie,Desserts,Veg,129.0
363,Mexican Brownie Ice Cream,Desserts,Veg,150.0
364,Veg Paneer Noodles,"Chinese,Indian",Veg,440.0
365,Dates Milkshake,"Chinese,Indian",Veg,240.0
366,Pink Sauce [white & Red Mix],"Chinese,Indian",Veg,400.0
367,Chocolate Sandwich,Desserts,Veg,95.0
368,Margherita Pizza,Desserts,Veg,175.0
369,Corn Sandwich + Abc Juice + Moroccan Mint Lime,Desserts,Veg,260.0
370,Red Velvet Cheese Cream [half Kg],"Bakery,Desserts",Non-Veg,677.97
371,Lemon & Rapberry Mousse,"Bakery,Desserts",Non-Veg,125.0
372,Forest Rasberry With Mango Pastry [eggless],"Bakery,Desserts",Veg,59.32
373,Cheese Calzone,"Chinese,Indian",Veg,420.0
374,Bechamel [white Sauce],"Chinese,Indian",Veg,400.0
375,Chicken Noodles Soup,"Biryani,North Indian",Non-Veg,179.0
376,Tandoori Parotta,"Biryani,North Indian",Veg,47.0
377,Manchurian Fried Rice Small,"South Indian,North Indian",Veg,200.0
378,Butter Naan,"South Indian,North Indian",Veg,55.0
379,Extra Moor Kozhambu,"South Indian,North Indian",Veg,59.0
380,Guest Special Raita,"South Indian,North Indian",Veg,89.0
381,Blueberry Mojito (350 Ml),"Beverages,Chinese",Veg,99.0
382,Classic Corn Shawarma Plate,"Beverages,Chinese",Veg,148.0
383,Mix Veg Salad (1 Box),"Beverages,Chinese",Veg,104.0
384,Watermelon Juice,"Beverages,Chinese",Veg,64.0
385,Mutton Fried Rice,"Arabian,North Indian",Non-Veg,268.0
386,Chicken Tikka Masala,"Arabian,North Indian",Non-Veg,278.0
387,Butter Scotch Delight,"Arabian,North Indian",Veg,88.0
388,Pepper Chicken Salad,"Arabian,North Indian",Non-Veg,158.0
389,Extra Kubus,"Arabian,North Indian",Veg,20.0
390,Butter Fruit Milkshake 350 Ml ( Avocado ),"Beverages,Chinese",Veg,119.0
391,Peanut Butter Jam Sandwich,Fast Food,Veg,109.0
392,Brownie Chocolate Honey Sandwich,Fast Food,Veg,139.0
393,Shahi Paneer,"North Indian,Chinese",Veg,250.0
394,Desi Masala Fries,"North Indian,Chinese",Veg,170.0
395,Kaadai Masala,"Arabian,North Indian",Non-Veg,169.0
396,Dates Milk Shake,"Arabian,North Indian",Veg,99.0
397,Murg Hari Mirchi Tikka,"Arabian,North Indian",Non-Veg,268.0
398,Haryali Chicken Tikka,"Arabian,North Indian",Non-Veg,268.0
399,Chicken Drumstick,"Arabian,North Indian",Non-Veg,258.0
400,Chicken Tikka Roll,"Arabian,North Indian",Non-Veg,128.0
401,Strawberry Milk Shake,"Arabian,North Indian",Veg,85.0
402,Hawaiian Chicken Salad,"Arabian,North Indian",Non-Veg,158.0
403,Chicken Maggi,"Beverages,Chinese",Non-Veg,94.0
404,Filter Coffee In Chai Flask,"Beverages,Chinese",Veg,154.0
405,Green Tea In Chai Flask (500 Ml),"Beverages,Chinese",Veg,154.0
406,Masala Tea In Corrugated Tea Flask (250 Ml),"Beverages,Chinese",Veg,94.0
407,Garlic Prawns,"Biryani,North Indian",Non-Veg,349.0
408,Plain Kulcha,"Biryani,North Indian",Veg,43.0
409,Garlic Fish,"Biryani,North Indian",Non-Veg,345.0
410,Dragon Milkshake (350 Ml),"Beverages,Chinese",Veg,119.0
411,Meals Limit,"South Indian,Biryani",Non-Veg,100.0
412,Chicken Liver Parotta,"South Indian,Biryani",Non-Veg,160.0
413,Kadayai Chicken Dry,"South Indian,Biryani",Non-Veg,200.0
