order_item_id,order_id,item_id,quantity,unit_price,line_total
203,100080,191,1,70.0,70.0
204,100080,192,1,120.0,120.0
205,100080,193,2,285.0,570.0
206,100081,194,1,109.0,109.0
207,100081,195,1,114.0,114.0
208,100081,196,1,148.0,148.0
209,100081,197,1,148.0,148.0
210,100082,198,2,168.0,336.0
211,100082,199,1,298.0,298.0
212,100082,200,1,88.0,88.0
213,100083,201,2,110.0,220.0
214,100083,202,1,110.0,110.0
215,100084,203,1,152.0,152.0
216,100084,204,1,350.0,350.0
217,100084,205,1,175.0,175.0
218,100085,206,1,252.0,252.0
219,100085,207,1,85.0,85.0
220,100086,94,1,245.0,245.0
221,100086,208,1,149.0,149.0
222,100086,209,1,289.0,289.0
223,100087,210,2,60.0,120.0
224,100088,211,1,319.0,319.0
225,100088,212,2,235.0,470.0
226,100088,213,1,259.0,259.0
227,100088,214,1,109.0,109.0
228,100088,209,1,289.0,289.0
229,100089,215,1,109.0,109.0
230,100090,216,1,399.0,399.0
231,100090,23,1,96.0,96.0
232,100090,217,1,110.0,110.0
233,100091,218,1,270.0,270.0
234,100091,219,1,220.0,220.0
235,100091,220,1,280.0,280.0
236,100092,221,1,80.0,80.0
237,100093,222,1,119.0,119.0
238,100094,223,1,86.0,86.0
239,100094,224,1,90.0,90.0
240,100094,225,2,250.0,500.0
241,100095,226,1,89.0,89.0
242,100095,227,1,79.0,79.0
243,100095,228,1,69.0,69.0
244,100096,229,1,84.0,84.0
245,100096,230,1,79.0,79.0
246,100096,231,2,79.0,158.0
247,100096,232,1,129.0,129.0
248,100096,233,1,112.0,112.0
249,100097,234,1,90.0,90.0
250,100097,235,1,114.0,114.0
251,100097,236,1,55.0,55.0
252,100098,237,1,179.0,179.0
253,100098,238,1,299.0,299.0
254,100098,239,1,159.0,159.0
255,100099,240,1,315.0,315.0
256,100099,60,1,90.0,90.0
257,100100,127,2,325.0,650.0
258,100100,241,2,185.0,370.0
259,100100,242,1,80.0,80.0
260,100101,243,1,185.0,185.0
261,100101,244,1,120.0,120.0
262,100102,245,1,349.0,349.0
263,100102,246,1,189.0,189.0
264,100103,247,1,210.0,210.0
265,100103,248,1,70.0,70.0
266,100103,249,1,40.0,40.0
267,100103,250,1,380.0,380.0
268,100104,251,1,179.0,179.0
269,100104,252,1,55.0,55.0
270,100104,253,1,101.0,101.0
271,100106,254,1,135.0,135.0
272,100107,255,1,328.0,328.0
273,100108,256,1,229.0,229.0
274,100109,257,1,110.0,110.0
275,100109,258,1,240.0,240.0
276,100109,259,1,140.0,140.0
277,100110,260,1,159.0,159.0
278,100110,261,1,153.0,153.0
279,100111,262,1,124.0,124.0
280,100111,263,1,149.0,149.0
281,100111,264,2,99.0,198.0
282,100111,265,1,89.0,89.0
283,100111,131,1,94.0,94.0
284,100112,266,1,340.0,340.0
285,100112,267,1,160.0,160.0
286,100114,268,2,120.0,240.0
287,100114,269,1,300.0,300.0
288,100114,60,1,90.0,90.0
289,100114,270,1,60.0,60.0
290,100115,271,2,38.16,76.32
291,100115,272,1,762.74,762.74
292,100115,273,1,125.0,125.0
293,100115,274,2,241.52,483.04
294,100116,275,1,109.0,109.0
295,100116,276,1,84.0,84.0
296,100116,277,2,109.0,218.0
297,100117,278,1,80.0,80.0
298,100117,279,1,40.0,40.0
299,100117,280,1,50.85,50.85
300,100118,281,1,72.0,72.0
301,100118,282,1,84.0,84.0
302,100119,283,1,86.0,86.0
303,100119,284,1,314.0,314.0
304,100119,285,1,175.0,175.0
305,100119,60,1,175.0,175.0
306,100119,286,1,52.0,52.0
307,100120,287,1,220.0,220.0
308,100121,288,1,110.0,110.0
309,100122,289,1,70.0,70.0
310,100122,290,1,40.0,40.0
311,100122,189,1,120.0,120.0
312,100122,291,1,190.0,190.0
313,100123,292,1,325.0,325.0
314,100123,293,1,100.0,100.0
315,100123,294,1,90.0,90.0
316,100123,169,1,80.0,80.0
317,100124,295,1,314.0,314.0
318,100124,296,1,233.0,233.0
319,100124,297,1,80.0,80.0
320,100124,298,1,57.0,57.0
321,100125,299,1,260.0,260.0
322,100126,300,1,250.0,250.0
323,100126,301,1,270.0,270.0
324,100126,302,1,200.0,200.0
325,100126,303,2,120.0,240.0
326,100127,304,1,974.58,974.58
327,100127,305,1,720.34,720.34
328,100127,306,1,76.27,76.27
329,100127,307,1,125.0,125.0
330,100128,308,1,338.0,338.0
331,100128,309,1,268.0,268.0
332,100128,310,1,178.0,178.0
333,100129,311,1,241.52,241.52
334,100129,312,1,50.85,50.85
335,100129,313,1,125.0,125.0
336,100131,79,2,165.0,330.0
337,100131,314,1,70.0,70.0
338,100131,315,1,35.0,35.0
339,100131,316,1,66.0,66.0
340,100132,317,1,240.0,240.0
341,100132,11,2,59.0,118.0
342,100132,318,1,60.0,60.0
343,100133,180,1,95.0,95.0
344,100133,319,1,109.0,109.0
345,100133,320,1,109.0,109.0
346,100134,321,1,175.0,175.0
347,100135,322,1,165.0,165.0
348,100136,323,1,250.0,250.0
349,100136,324,1,25.0,25.0
350,100136,325,2,90.0,180.0
351,100137,326,2,299.0,598.0
352,100137,208,1,149.0,149.0
353,100138,48,1,125.0,125.0
354,100139,327,1,90.0,90.0
355,100139,328,1,100.0,100.0
356,100140,329,1,299.0,299.0
357,100140,330,1,189.0,189.0
358,100140,331,1,149.0,149.0
359,100141,332,1,188.0,188.0
360,100141,4,1,128.0,128.0
361,100141,333,1,80.0,80.0
362,100142,334,2,220.0,440.0
363,100143,335,1,508.47,508.47
364,100143,336,1,805.08,805.08
365,100143,337,1,76.27,76.27
366,100144,338,1,220.0,220.0
367,100144,339,1,75.0,75.0
368,100144,253,1,115.0,115.0
369,100144,340,2,160.0,320.0
370,100145,341,1,260.0,260.0
371,100145,342,1,270.0,270.0
372,100145,343,1,260.0,260.0
373,100146,344,1,165.0,165.0
374,100146,316,1,66.0,66.0
375,100147,345,1,170.0,170.0
376,100148,346,1,299.0,299.0
377,100148,84,1,190.0,190.0
378,100149,347,1,329.0,329.0
379,100149,238,1,299.0,299.0
380,100149,348,1,199.0,199.0
381,100149,83,1,149.0,149.0
382,100150,349,1,115.0,115.0
383,100150,33,1,140.0,140.0
384,100151,350,1,402.54,402.54
385,100151,351,1,80.51,80.51
386,100151,352,1,59.32,59.32
387,100151,353,1,63.56,63.56
388,100151,354,1,76.27,76.27
389,100151,355,1,16.95,16.95
390,100154,356,2,144.0,288.0
391,100154,357,1,129.0,129.0
392,100154,358,1,104.0,104.0
393,100154,359,1,74.0,74.0
394,100155,341,1,260.0,260.0
395,100155,360,1,230.0,230.0
396,100155,361,1,250.0,250.0
397,100156,362,1,129.0,129.0
398,100156,363,2,150.0,300.0
399,100158,364,1,440.0,440.0
400,100158,365,1,240.0,240.0
401,100158,366,1,400.0,400.0
402,100159,367,1,95.0,95.0
403,100159,368,1,175.0,175.0
404,100159,369,2,260.0,520.0
405,100160,370,1,677.97,677.97
406,100160,371,1,125.0,125.0
407,100161,372,1,59.32,59.32
408,100162,373,1,420.0,420.0
409,100162,374,1,400.0,400.0
410,100163,375,1,179.0,179.0
411,100163,376,1,47.0,47.0
412,100164,377,1,200.0,200.0
413,100164,25,1,175.0,175.0
414,100164,191,1,81.0,81.0
415,100165,150,1,140.0,140.0
416,100165,378,1,55.0,55.0
417,100165,379,1,59.0,59.0
418,100165,380,1,89.0,89.0
419,100166,381,1,99.0,99.0
420,100166,382,1,148.0,148.0
421,100166,383,1,104.0,104.0
422,100166,384,1,64.0,64.0
423,100167,385,1,268.0,268.0
424,100167,386,1,278.0,278.0
425,100167,387,1,88.0,88.0
426,100167,388,1,158.0,158.0
427,100167,389,2,20.0,40.0
428,100168,390,1,119.0,119.0
429,100169,391,1,109.0,109.0
430,100169,33,1,139.0,139.0
431,100169,52,1,89.0,89.0
432,100169,392,2,139.0,278.0
433,100170,393,1,250.0,250.0
434,100170,394,1,170.0,170.0
435,100171,395,1,169.0,169.0
436,100171,396,1,99.0,99.0
437,100172,397,1,268.0,268.0
438,100172,387,1,88.0,88.0
439,100173,398,1,268.0,268.0
440,100173,399,1,258.0,258.0
441,100173,400,1,128.0,128.0
442,100173,401,1,85.0,85.0
443,100173,310,1,178.0,178.0
444,100173,402,2,158.0,316.0
445,100174,403,1,94.0,94.0
446,100174,404,2,154.0,308.0
447,100174,405,1,154.0,154.0
448,100174,406,1,94.0,94.0
449,100175,407,1,349.0,349.0
450,100175,408,1,43.0,43.0
451,100175,409,1,345.0,345.0
452,100176,410,1,119.0,119.0
453,100176,165,2,229.0,458.0
454,100177,411,2,100.0,200.0
455,100177,412,2,160.0,320.0
456,100177,413,1,200.0,200.0
457,100177,414,1,285.0,285.0
458,100177,415,1,25.0,25.0
459,100178,416,1,258.0,258.0
460,100178,417,1,148.0,148.0
461,100179,418,1,250.0,250.0
462,100179,419,1,70.0,70.0
463,100180,420,1,129.0,129.0
464,100180,421,1,99.0,99.0
465,100181,422,1,119.0,119.0
466,100185,423,1,178.0,178.0
467,100185,6,1,90.0,90.0
468,100186,424,1,380.0,380.0
469,100187,425,1,110.0,110.0
470,100187,426,1,35.0,35.0
471,100187,427,1,140.0,140.0
472,100188,428,2,319.0,638.0
473,100189,429,1,248.0,248.0
474,100189,310,1,178.0,178.0
475,100189,6,1,90.0,90.0
476,100191,430,2,178.0,356.0
477,100191,431,1,118.0,118.0
478,100191,5,2,89.0,178.0
479,100191,432,1,99.0,99.0
480,100192,403,1,94.0,94.0
481,100193,433,2,175.0,350.0
482,100193,434,1,120.0,120.0
483,100193,191,1,81.0,81.0
484,100193,435,1,160.0,160.0
485,100194,436,1,155.0,155.0
486,100194,437,1,155.0,155.0
487,100194,438,1,155.0,155.0
488,100194,285,1,104.0,104.0
489,100195,439,1,440.0,440.0
490,100197,440,1,125.0,125.0
491,100197,441,1,129.0,129.0
492,100198,442,1,210.0,210.0
493,100198,443,1,80.0,80.0
494,100198,444,1,195.0,195.0
495,100199,445,1,149.0,149.0
496,100199,446,1,99.0,99.0
497,100200,447,1,219.0,219.0
498,100200,448,1,245.0,245.0
499,100200,449,1,229.0,229.0
500,100201,450,1,180.0,180.0
501,100201,451,1,72.0,72.0
502,100201,207,1,85.0,85.0
503,100201,452,1,30.0,30.0
504,100201,453,1,125.0,125.0
505,100202,102,1,400.0,400.0
506,100202,454,1,320.0,320.0
507,100203,455,1,280.0,280.0
508,100203,244,1,100.0,100.0
509,100203,60,1,70.0,70.0
510,100204,456,1,40.0,40.0
511,100204,457,1,80.0,80.0
512,100204,458,1,55.0,55.0
513,100205,459,1,54.0,54.0
514,100205,216,1,399.0,399.0
515,100206,460,1,175.0,175.0
516,100206,285,1,104.0,104.0
517,100207,461,1,210.0,210.0
518,100207,462,1,51.0,51.0
519,100207,463,1,79.0,79.0
520,100208,464,1,350.0,350.0
521,100208,465,1,315.0,315.0
522,100208,294,1,90.0,90.0
523,100208,457,1,80.0,80.0
524,100209,466,1,230.0,230.0
525,100209,467,1,310.0,310.0
526,100209,468,1,160.0,160.0
527,100209,469,1,150.0,150.0
528,100209,470,1,200.0,200.0
529,100210,416,1,258.0,258.0
530,100210,417,1,148.0,148.0
531,100211,471,1,70.0,70.0
532,100212,472,1,159.0,159.0
533,100212,331,1,149.0,149.0
534,100212,83,1,149.0,149.0
535,100213,287,1,220.0,220.0
536,100213,473,1,90.0,90.0
537,100213,474,1,230.0,230.0
538,100215,475,1,440.0,440.0
539,100215,476,1,90.0,90.0
540,100216,477,1,278.0,278.0
541,100216,5,1,89.0,89.0
542,100217,144,1,268.0,268.0
543,100217,478,1,298.0,298.0
544,100217,479,2,278.0,556.0
545,100217,480,1,60.0,60.0
546,100219,481,1,155.0,155.0
547,100219,344,1,165.0,165.0
548,100220,482,1,235.0,235.0
549,100221,483,1,320.0,320.0
550,100221,484,1,90.0,90.0
551,100221,282,2,130.0,260.0
552,100221,485,1,155.0,155.0
553,100222,486,1,118.0,118.0
554,100222,487,2,20.0,40.0
555,100222,401,1,85.0,85.0
556,100223,488,1,125.0,125.0
557,100224,489,1,120.0,120.0
558,100225,490,1,466.1,466.1
559,100225,491,2,50.85,101.7
560,100225,492,1,50.85,50.85
561,100225,274,1,241.52,241.52
562,100225,493,1,76.27,76.27
563,100225,494,1,125.0,125.0
564,100226,495,1,325.0,325.0
565,100226,496,1,240.0,240.0
566,100226,39,1,40.0,40.0
567,100227,497,1,60.0,60.0
568,100227,498,1,70.0,70.0
569,100227,189,1,75.0,75.0
570,100227,499,1,70.0,70.0
571,100228,500,1,115.0,115.0
572,100228,501,1,240.0,240.0
573,100228,502,1,50.0,50.0
574,100228,503,1,52.0,52.0
575,100229,504,2,250.0,500.0
576,100229,413,2,200.0,400.0
577,100229,414,1,285.0,285.0
578,100229,193,1,285.0,285.0
579,100229,100,1,285.0,285.0
580,100230,505,1,210.0,210.0
581,100230,506,1,200.0,200.0
582,100230,480,1,60.0,60.0
583,100231,507,1,300.0,300.0
584,100231,282,1,80.0,80.0
585,100231,508,1,80.0,80.0
586,100232,509,1,170.0,170.0
587,100232,510,1,110.0,110.0
588,100233,511,1,90.0,90.0
589,100233,512,1,86.0,86.0
590,100234,289,1,70.0,70.0
591,100234,513,1,420.0,420.0
592,100234,514,1,440.0,440.0
593,100234,515,1,290.0,290.0
594,100235,516,1,124.0,124.0
595,100235,321,1,175.0,175.0
596,100235,517,1,76.0,76.0
597,100235,205,1,175.0,175.0
598,100236,518,2,95.0,190.0
599,100236,519,1,90.0,90.0
600,100236,285,1,175.0,175.0
601,100236,163,1,81.0,81.0
602,100236,520,1,165.0,165.0
603,100237,521,1,110.0,110.0
604,100237,522,2,145.0,290.0
605,100237,523,1,124.0,124.0
606,100237,524,1,260.0,260.0
607,100237,525,1,99.0,99.0
608,100238,526,1,270.0,270.0
609,100238,527,1,110.0,110.0
610,100238,528,1,105.0,105.0
611,100239,529,1,90.0,90.0
612,100239,436,1,155.0,155.0
613,100239,530,1,215.0,215.0
614,100240,328,1,100.0,100.0
615,100240,531,1,115.0,115.0
616,100242,247,1,200.0,200.0
617,100242,149,1,110.0,110.0
618,100242,532,1,80.0,80.0
619,100242,89,1,80.0,80.0
620,100243,533,1,94.0,94.0
621,100243,195,1,114.0,114.0
622,100243,534,1,94.0,94.0
623,100243,535,1,129.0,129.0
624,100244,338,1,220.0,220.0
625,100244,536,1,100.0,100.0
626,100244,537,2,75.0,150.0
627,100244,538,1,60.0,60.0
628,100246,539,1,399.0,399.0
629,100246,540,2,190.0,380.0
630,100246,541,1,96.0,96.0
631,100247,413,1,200.0,200.0
632,100247,542,1,139.0,139.0
633,100247,543,1,220.0,220.0
634,100247,414,1,285.0,285.0
635,100248,544,1,198.0,198.0
636,100248,545,2,68.0,136.0
637,100248,546,1,99.0,99.0
638,100249,547,1,258.0,258.0
639,100249,548,1,233.0,233.0
640,100249,163,1,81.0,81.0
641,100250,549,1,86.0,86.0
642,100250,550,1,86.0,86.0
643,100250,551,1,50.0,50.0
644,100251,552,2,125.0,250.0
645,100252,553,1,440.0,440.0
646,100252,554,1,160.0,160.0
647,100252,33,1,240.0,240.0
648,100253,74,1,89.0,89.0
649,100253,555,2,114.0,228.0
650,100253,556,1,94.0,94.0
651,100254,557,1,240.0,240.0
652,100254,558,1,36.0,36.0
653,100254,23,1,96.0,96.0
654,100254,559,1,100.0,100.0
655,100255,221,1,80.0,80.0
656,100255,560,1,45.0,45.0
657,100255,561,1,80.0,80.0
658,100256,562,1,260.0,260.0
659,100256,448,1,170.0,170.0
660,100256,563,1,70.0,70.0
661,100257,564,1,220.0,220.0
662,100257,565,1,25.0,25.0
663,100257,566,2,40.0,80.0
664,100257,567,1,80.0,80.0
665,100258,226,1,89.0,89.0
666,100258,568,1,139.0,139.0
667,100258,277,1,109.0,109.0
668,100258,569,1,114.0,114.0
669,100259,570,2,129.0,258.0
670,100259,571,1,129.0,129.0
671,100259,572,1,89.0,89.0
672,100260,573,1,140.0,140.0
673,100260,267,1,160.0,160.0
674,100261,574,1,281.0,281.0
675,100261,435,1,160.0,160.0
676,100262,575,1,200.0,200.0
677,100262,576,1,100.0,100.0
678,100263,2,1,190.0,190.0
679,100263,318,1,80.0,80.0
680,100264,577,1,257.0,257.0
681,100265,372,2,59.32,118.64
682,100265,578,1,80.0,80.0
683,100265,306,1,76.27,76.27
684,100266,579,1,100.0,100.0
685,100266,457,2,80.0,160.0
686,100267,322,1,225.0,225.0
687,100267,580,1,79.0,79.0
688,100267,581,2,285.0,570.0
689,100268,582,1,328.0,328.0
690,100268,546,1,99.0,99.0
691,100269,583,1,305.0,305.0
692,100269,584,1,286.0,286.0
693,100269,298,1,57.0,57.0
694,100270,585,1,460.0,460.0
695,100271,586,1,260.0,260.0
696,100272,587,1,466.1,466.1
697,100272,588,1,125.0,125.0
698,100272,589,1,76.27,76.27
699,100272,590,1,59.0,59.0
700,100273,591,1,139.0,139.0
701,100273,592,1,114.0,114.0
702,100274,593,1,298.0,298.0
703,100274,477,1,278.0,278.0
704,100274,594,1,338.0,338.0
705,100274,5,1,89.0,89.0
706,100274,60,1,70.0,70.0
707,100275,595,1,170.0,170.0
708,100275,596,1,180.0,180.0
709,100275,597,1,120.0,120.0
710,100275,598,1,120.0,120.0
711,100276,599,1,148.0,148.0
712,100276,600,1,99.0,99.0
713,100276,601,1,144.0,144.0
714,100277,602,1,219.0,219.0
715,100277,603,1,209.0,209.0
716,100277,604,1,124.0,124.0
717,100278,605,1,144.0,144.0
718,100278,606,1,84.0,84.0
719,100278,607,1,94.0,94.0
720,100278,608,1,69.0,69.0
721,100279,609,1,228.0,228.0
722,100281,610,1,220.0,220.0
723,100281,54,1,55.0,55.0
724,100281,611,1,150.0,150.0
725,100282,544,1,210.0,210.0
726,100282,453,1,80.0,80.0
727,100283,612,1,95.0,95.0
728,100283,613,1,142.0,142.0
729,100283,446,1,104.0,104.0
730,100284,614,1,99.0,99.0
731,100284,615,2,229.0,458.0
732,100284,616,1,148.0,148.0
733,100284,617,1,148.0,148.0
734,100285,618,1,340.0,340.0
735,100285,619,1,55.0,55.0
736,100285,385,1,250.0,250.0
737,100285,187,1,130.0,130.0
738,100285,620,1,105.0,105.0
739,100285,249,1,40.0,40.0
740,100286,621,1,285.0,285.0
741,100287,622,1,90.0,90.0
742,100287,623,1,116.0,116.0
743,100287,624,1,207.0,207.0
744,100289,625,2,195.0,390.0
745,100289,626,1,85.0,85.0
746,100289,35,1,40.0,40.0
747,100289,627,1,40.0,40.0
748,100289,628,1,40.0,40.0
749,100290,629,1,250.0,250.0
750,100290,303,1,120.0,120.0
751,100292,517,1,76.0,76.0
752,100293,630,2,290.0,580.0
753,100293,631,1,40.0,40.0
754,100293,632,1,85.0,85.0
755,100293,59,1,100.0,100.0
756,100294,633,2,500.0,1000.0
757,100294,634,1,480.0,480.0
758,100294,315,1,90.0,90.0
759,100295,635,1,100.0,100.0
760,100296,199,1,298.0,298.0
761,100296,545,1,68.0,68.0
762,100297,636,1,220.0,220.0
763,100297,637,1,200.0,200.0
764,100298,638,1,189.0,189.0
765,100298,83,1,149.0,149.0
766,100298,239,1,159.0,159.0
767,100299,639,1,508.47,508.47
768,100300,640,2,250.0,500.0
769,100300,641,1,240.0,240.0
770,100300,642,1,240.0,240.0
771,100301,643,1,205.0,205.0
772,100301,644,1,119.0,119.0
773,100301,124,1,130.0,130.0
774,100301,528,1,105.0,105.0
775,100301,149,1,140.0,140.0
776,100302,645,1,35.0,35.0
777,100304,646,1,240.0,240.0
778,100304,647,2,84.0,168.0
779,100304,558,1,36.0,36.0
780,100305,648,1,318.0,318.0
781,100305,649,1,99.0,99.0
782,100306,650,1,268.0,268.0
783,100306,388,1,158.0,158.0
784,100306,432,1,99.0,99.0
785,100307,651,2,210.0,420.0
786,100307,652,2,70.0,140.0
787,100308,653,2,109.0,218.0
788,100308,654,1,145.0,145.0
789,100308,655,1,109.0,109.0
790,100308,320,1,109.0,109.0
791,100308,656,1,109.0,109.0
792,100309,79,1,180.0,180.0
793,100309,657,1,250.0,250.0
794,100309,658,1,100.0,100.0
795,100310,659,1,490.0,490.0
796,100310,581,1,285.0,285.0
797,100310,310,1,159.0,159.0
798,100311,660,1,220.0,220.0
799,100311,661,1,150.0,150.0
800,100311,662,1,120.0,120.0
801,100312,663,1,140.0,140.0
802,100312,664,1,120.0,120.0
803,100312,665,1,300.0,300.0
804,100313,455,1,280.0,280.0
805,100313,56,1,80.0,80.0
806,100313,666,2,110.0,220.0
807,100314,667,1,220.0,220.0
808,100314,531,2,115.0,230.0
809,100314,315,1,65.0,65.0
810,100315,668,1,185.0,185.0
811,100315,669,1,100.0,100.0
812,100315,33,1,100.0,100.0
813,100316,670,1,264.0,264.0
814,100316,671,1,96.0,96.0
815,100317,309,1,268.0,268.0
816,100318,672,1,188.0,188.0
817,100318,6,2,90.0,180.0
818,100319,673,1,85.0,85.0
819,100319,448,1,190.0,190.0
820,100319,537,1,75.0,75.0
