order_id,customer_id,restaurant_id,order_date,order_time_slot,veg_season_tag,is_veg_order,item_count,gross_amount,discount_pct,discount_amount,delivery_fee,final_amount,delivery_time_min,rating_given
23,71,3,2024-01-01,Afternoon,Regular,1,2,300.0,0.0,0.0,30.0,330.0,34.6,4.0
24,216,7,2024-01-01,Evening,Regular,0,2,450.0,0.0,0.0,0.0,450.0,33.6,5.0
25,428,7,2024-01-01,Evening,Regular,0,2,300.0,0.0,0.0,30.0,330.0,31.8,5.0
26,208,3,2024-01-01,Evening,Regular,0,3,600.0,0.0,0.0,0.0,600.0,29.1,4.0
27,233,6,2024-01-01,Evening,Regular,1,3,450.0,0.0,0.0,0.0,450.0,38.9,5.0
28,180,4,2024-01-01,Evening,Regular,0,3,450.0,0.0,0.0,0.0,450.0,43.4,5.0
29,112,8,2024-01-01,Morning,Regular,0,3,600.0,0.0,0.0,0.0,600.0,43.7,5.0
30,204,4,2024-01-01,Afternoon,Regular,1,2,300.0,20.0,60.0,30.0,270.0,41.0,4.0
31,290,1,2024-01-01,Night,Regular,1,2,300.0,15.0,45.0,30.0,285.0,48.8,4.0
32,186,8,2024-01-01,Evening,Regular,0,2,300.0,0.0,0.0,30.0,330.0,31.3,4.0
33,45,5,2024-01-01,Afternoon,Regular,0,1,150.0,10.0,15.0,30.0,165.0,31.8,4.0
34,167,3,2024-01-01,Evening,Regular,0,2,300.0,20.0,60.0,30.0,270.0,39.5,5.0
35,98,2,2024-01-01,Afternoon,Regular,1,2,300.0,10.0,30.0,30.0,300.0,35.7,3.0
36,151,4,2024-01-01,Evening,Regular,0,1,150.0,0.0,0.0,30.0,180.0,34.9,5.0
37,170,6,2024-01-01,Afternoon,Regular,0,1,150.0,10.0,15.0,30.0,165.0,31.0,5.0
38,391,3,2024-01-01,Afternoon,Regular,1,2,300.0,0.0,0.0,30.0,330.0,54.3,5.0
39,152,4,2024-01-01,Afternoon,Regular,0,2,300.0,0.0,0.0,30.0,330.0,53.0,5.0
40,386,8,2024-01-01,Night,Regular,1,1,150.0,0.0,0.0,30.0,180.0,26.5,3.0
41,442,8,2024-01-01,Evening,Regular,1,1,150.0,10.0,15.0,30.0,165.0,21.9,4.0
42,289,5,2024-01-01,Afternoon,Regular,1,1,150.0,10.0,15.0,30.0,165.0,47.7,4.0
43,268,7,2024-01-01,Afternoon,Regular,0,2,300.0,30.0,90.0,30.0,240.0,23.5,5.0
44,321,4,2024-01-01,Evening,Regular,1,1,150.0,0.0,0.0,30.0,180.0,20.1,4.0
45,305,8,2024-01-01,Afternoon,Regular,1,1,150.0,20.0,30.0,30.0,150.0,22.5,4.0
46,136,10,2024-01-01,Afternoon,Regular,0,3,600.0,0.0,0.0,0.0,600.0,25.8,4.0
47,384,10,2024-01-01,Night,Regular,0,2,450.0,0.0,0.0,0.0,450.0,37.3,3.0
48,21,7,2024-01-01,Afternoon,Regular,0,2,300.0,20.0,60.0,30.0,270.0,40.5,3.0
49,392,5,2024-01-01,Evening,Regular,0,3,600.0,10.0,60.0,0.0,540.0,37.2,3.0
50,179,7,2024-01-01,Night,Regular,1,2,300.0,0.0,0.0,30.0,330.0,53.1,5.0
51,282,1,2024-01-01,Evening,Regular,0,2,450.0,0.0,0.0,0.0,450.0,54.6,5.0
52,278,8,2024-01-01,Morning,Regular,0,1,150.0,0.0,0.0,30.0,180.0,35.5,3.0
53,137,9,2024-01-01,Afternoon,Regular,1,1,150.0,0.0,0.0,30.0,180.0,54.1,5.0
54,364,3,2024-01-02,Night,Regular,1,1,150.0,30.0,45.0,30.0,135.0,52.0,4.0
55,61,3,2024-01-02,Night,Regular,0,2,300.0,0.0,0.0,30.0,330.0,36.0,4.0
56,98,10,2024-01-02,Night,Regular,0,3,450.0,0.0,0.0,0.0,450.0,45.4,5.0
57,297,8,2024-01-02,Afternoon,Regular,0,2,300.0,0.0,0.0,30.0,330.0,52.6,5.0
58,358,4,2024-01-02,Night,Regular,0,1,150.0,10.0,15.0,30.0,165.0,44.7,5.0
59,198,3,2024-01-02,Night,Regular,0,1,300.0,0.0,0.0,30.0,330.0,23.5,5.0
60,52,9,2024-01-02,Evening,Regular,0,1,150.0,10.0,15.0,30.0,165.0,25.4,4.0
61,136,6,2024-01-02,Night,Regular,0,2,600.0,0.0,0.0,0.0,600.0,31.1,5.0
62,389,8,2024-01-02,Night,Regular,0,1,150.0,10.0,15.0,30.0,165.0,30.1,4.0
63,47,7,2024-01-02,Evening,Regular,0,3,600.0,15.0,90.0,0.0,510.0,30.3,4.0
64,75,4,2024-01-02,Evening,Regular,0,2,300.0,0.0,0.0,30.0,330.0,43.9,4.0
65,299,3,2024-01-02,Afternoon,Regular,1,2,450.0,0.0,0.0,0.0,450.0,30.1,5.0
66,38,8,2024-01-02,Afternoon,Regular,0,4,600.0,0.0,0.0,0.0,600.0,40.0,5.0
67,359,5,2024-01-02,Evening,Regular,1,3,450.0,0.0,0.0,0.0,450.0,41.2,4.0
68,147,4,2024-01-02,Afternoon,Regular,0,2,300.0,10.0,30.0,30.0,300.0,49.3,5.0
69,322,1,2024-01-02,Night,Regular,1,2,300.0,0.0,0.0,30.0,330.0,46.2,4.0
70,68,9,2024-01-02,Night,Regular,0,2,300.0,15.0,45.0,30.0,285.0,36.9,5.0
71,383,6,2024-01-02,Night,Regular,0,2,300.0,10.0,30.0,30.0,300.0,43.6,4.0
72,434,9,2024-01-02,Morning,Regular,0,3,450.0,0.0,0.0,0.0,450.0,48.8,5.0
73,56,4,2024-01-02,Afternoon,Regular,0,2,300.0,0.0,0.0,30.0,330.0,44.5,5.0
74,60,3,2024-01-02,Afternoon,Regular,1,1,150.0,0.0,0.0,30.0,180.0,38.8,4.0
75,190,9,2024-01-02,Evening,Regular,0,2,300.0,10.0,30.0,30.0,300.0,52.9,4.0
76,354,6,2024-01-02,Night,Regular,1,2,450.0,0.0,0.0,0.0,450.0,51.6,5.0
77,32,7,2024-01-02,Night,Regular,1,4,750.0,0.0,0.0,0.0,750.0,31.7,5.0
78,403,10,2024-01-02,Evening,Regular,1,3,600.0,0.0,0.0,0.0,600.0,51.5,3.0
79,440,3,2024-01-02,Night,Regular,0,2,300.0,0.0,0.0,30.0,330.0,47.6,4.0
80,166,1,2024-01-02,Night,Regular,1,1,150.0,0.0,0.0,30.0,180.0,22.2,4.0
81,186,9,2024-01-02,Afternoon,Regular,0,2,450.0,10.0,45.0,0.0,405.0,30.6,5.0
82,16,1,2024-01-02,Night,Regular,0,3,600.0,0.0,0.0,0.0,600.0,25.2,4.0
83,320,10,2024-01-02,Evening,Regular,0,2,300.0,15.0,45.0,30.0,285.0,24.0,5.0
84,450,9,2024-01-02,Afternoon,Regular,0,1,300.0,0.0,0.0,30.0,330.0,49.0,4.0
85,374,2,2024-01-02,Evening,Regular,1,2,450.0,0.0,0.0,0.0,450.0,23.2,3.0
86,222,2,2024-01-02,Afternoon,Regular,0,2,300.0,0.0,0.0,30.0,330.0,24.3,4.0
87,341,7,2024-01-02,Evening,Regular,0,2,300.0,0.0,0.0,30.0,330.0,43.0,4.0
88,56,6,2024-01-02,Evening,Regular,0,2,300.0,30.0,90.0,30.0,240.0,48.6,5.0
89,330,9,2024-01-02,Evening,Regular,1,3,450.0,20.0,90.0,0.0,360.0,32.3,4.0
90,74,10,2024-01-02,Evening,Regular,0,1,150.0,0.0,0.0,30.0,180.0,33.2,4.0
91,81,6,2024-01-02,Evening,Regular,1,2,450.0,0.0,0.0,0.0,450.0,46.4,3.0
92,42,5,2024-01-02,Evening,Regular,0,2,300.0,0.0,0.0,30.0,330.0,35.0,4.0
93,348,10,2024-01-02,Evening,Regular,0,2,300.0,0.0,0.0,30.0,330.0,30.5,4.0
94,71,5,2024-01-02,Evening,Regular,1,1,150.0,0.0,0.0,30.0,180.0,33.3,5.0
95,257,9,2024-01-02,Morning,Regular,0,3,450.0,0.0,0.0,0.0,450.0,35.0,4.0
96,328,7,2024-01-02,Evening,Regular,1,2,450.0,0.0,0.0,0.0,450.0,44.1,4.0
97,224,2,2024-01-02,Afternoon,Regular,1,2,300.0,0.0,0.0,30.0,330.0,31.7,4.0
98,262,2,2024-01-02,Evening,Regular,0,1,150.0,30.0,45.0,30.0,135.0,42.6,4.0
99,53,3,2024-01-02,Night,Regular,1,1,150.0,10.0,15.0,30.0,165.0,26.2,5.0
100,253,8,2024-01-02,Evening,Regular,0,3,450.0,0.0,0.0,0.0,450.0,29.6,3.0
101,260,2,2024-01-02,Evening,Regular,1,2,300.0,20.0,60.0,30.0,270.0,49.9,5.0
102,260,7,2024-01-02,Night,Regular,0,2,450.0,0.0,0.0,0.0,450.0,41.2,5.0
103,32,8,2024-01-02,Night,Regular,1,3,450.0,10.0,45.0,0.0,405.0,54.7,5.0
104,313,3,2024-01-02,Night,Regular,0,3,450.0,0.0,0.0,0.0,450.0,31.5,5.0
105,198,5,2024-01-02,Night,Regular,1,3,600.0,0.0,0.0,0.0,600.0,32.2,5.0
106,358,7,2024-01-02,Afternoon,Regular,1,2,300.0,0.0,0.0,30.0,330.0,24.5,5.0
107,379,9,2024-01-02,Afternoon,Regular,1,2,300.0,30.0,90.0,30.0,240.0,32.0,5.0
108,99,4,2024-01-02,Evening,Regular,0,1,150.0,0.0,0.0,30.0,180.0,47.0,5.0
109,20,6,2024-01-03,Afternoon,Regular,0,2,300.0,15.0,45.0,30.0,285.0,48.3,4.0
110,225,1,2024-01-03,Evening,Regular,0,2,300.0,15.0,45.0,30.0,285.0,28.2,4.0
111,415,8,2024-01-03,Evening,Regular,0,1,150.0,0.0,0.0,30.0,180.0,33.4,5.0
112,83,4,2024-01-03,Evening,Regular,0,1,150.0,0.0,0.0,30.0,180.0,33.0,5.0
113,365,9,2024-01-03,Evening,Regular,0,1,150.0,20.0,30.0,30.0,150.0,25.2,4.0
114,114,8,2024-01-03,Evening,Regular,0,3,600.0,0.0,0.0,0.0,600.0,21.0,5.0
115,430,6,2024-01-03,Evening,Regular,0,1,300.0,0.0,0.0,30.0,330.0,49.1,5.0
116,241,8,2024-01-03,Night,Regular,0,3,450.0,0.0,0.0,0.0,450.0,23.9,4.0
117,155,2,2024-01-03,Evening,Regular,1,2,300.0,20.0,60.0,30.0,270.0,40.9,3.0
118,264,10,2024-01-03,Night,Regular,1,1,150.0,0.0,0.0,30.0,180.0,40.0,4.0
119,343,2,2024-01-03,Morning,Regular,0,2,300.0,0.0,0.0,30.0,330.0,42.2,5.0
120,130,1,2024-01-03,Night,Regular,0,1,150.0,10.0,15.0,30.0,165.0,47.0,5.0
121,171,3,2024-01-03,Evening,Regular,1,2,300.0,0.0,0.0,30.0,330.0,44.3,5.0
122,416,3,2024-01-03,Evening,Regular,1,3,600.0,0.0,0.0,0.0,600.0,30.9,4.0
123,418,9,2024-01-03,Afternoon,Regular,0,1,150.0,20.0,30.0,30.0,150.0,21.7,5.0
124,140,2,2024-01-03,Evening,Regular,0,2,450.0,30.0,135.0,0.0,315.0,37.4,4.0
125,409,9,2024-01-03,Afternoon,Regular,1,1,150.0,10.0,15.0,30.0,165.0,48.8,5.0
126,165,2,2024-01-03,Afternoon,Regular,1,2,300.0,10.0,30.0,30.0,300.0,32.3,3.0
127,446,6,2024-01-03,Evening,Regular,0,2,300.0,0.0,0.0,30.0,330.0,46.2,4.0
128,16,3,2024-01-03,Evening,Regular,0,2,300.0,10.0,30.0,30.0,300.0,32.7,5.0
129,17,10,2024-01-03,Evening,Regular,1,2,300.0,0.0,0.0,30.0,330.0,32.8,4.0
130,143,4,2024-01-03,Night,Regular,0,1,150.0,0.0,0.0,30.0,180.0,39.7,4.0
131,134,8,2024-01-03,Evening,Regular,1,2,450.0,0.0,0.0,0.0,450.0,22.6,4.0
132,366,8,2024-01-03,Evening,Regular,0,3,450.0,0.0,0.0,0.0,450.0,44.8,5.0
133,90,6,2024-01-03,Morning,Regular,0,1,150.0,0.0,0.0,30.0,180.0,37.3,4.0
134,294,6,2024-01-03,Evening,Regular,0,4,600.0,0.0,0.0,0.0,600.0,40.1,4.0
135,163,2,2024-01-03,Evening,Regular,0,2,450.0,10.0,45.0,0.0,405.0,26.4,5.0
136,222,9,2024-01-03,Night,Regular,0,1,150.0,0.0,0.0,30.0,180.0,25.7,5.0
137,116,6,2024-01-03,Night,Regular,0,2,300.0,0.0,0.0,30.0,330.0,24.4,4.0
138,274,2,2024-01-03,Evening,Regular,0,1,150.0,10.0,15.0,30.0,165.0,51.6,4.0
139,289,1,2024-01-03,Afternoon,Regular,0,1,300.0,15.0,45.0,30.0,285.0,29.3,4.0
140,293,7,2024-01-03,Night,Regular,0,1,150.0,0.0,0.0,30.0,180.0,28.6,5.0
141,208,5,2024-01-03,Night,Regular,0,2,300.0,0.0,0.0,30.0,330.0,25.0,5.0
142,164,6,2024-01-03,Afternoon,Regular,0,1,150.0,0.0,0.0,30.0,180.0,28.5,4.0
143,231,4,2024-01-03,Afternoon,Regular,1,1,150.0,10.0,15.0,30.0,165.0,28.7,5.0
144,82,6,2024-01-03,Night,Regular,0,2,300.0,0.0,0.0,30.0,330.0,30.8,3.0
145,202,9,2024-01-03,Afternoon,Regular,0,1,150.0,0.0,0.0,30.0,180.0,40.9,5.0
146,345,8,2024-01-03,Night,Regular,1,1,150.0,20.0,30.0,30.0,150.0,45.5,5.0
147,188,1,2024-01-03,Evening,Regular,0,2,300.0,0.0,0.0,30.0,330.0,46.8,4.0
148,320,10,2024-01-03,Morning,Regular,1,4,600.0,0.0,0.0,0.0,600.0,21.4,3.0
149,366,6,2024-01-03,Night,Regular,0,2,450.0,0.0,0.0,0.0,450.0,33.8,5.0
150,432,5,2024-01-03,Evening,Regular,0,2,300.0,15.0,45.0,30.0,285.0,32.9,5.0
151,214,10,2024-01-03,Evening,Regular,1,3,600.0,15.0,90.0,0.0,510.0,47.2,5.0
152,370,1,2024-01-03,Afternoon,Regular,0,1,150.0,10.0,15.0,30.0,165.0,21.1,5.0
153,57,4,2024-01-03,Morning,Regular,1,2,300.0,15.0,45.0,30.0,285.0,52.2,5.0
154,377,1,2024-01-03,Evening,Regular,0,2,300.0,0.0,0.0,30.0,330.0,51.9,4.0
155,182,5,2024-01-03,Evening,Regular,0,1,150.0,0.0,0.0,30.0,180.0,53.0,5.0
156,395,5,2024-01-03,Evening,Regular,0,2,300.0,20.0,60.0,30.0,270.0,45.3,4.0
157,294,9,2024-01-03,Night,Regular,0,4,600.0,0.0,0.0,0.0,600.0,36.8,4.0
158,276,5,2024-01-03,Evening,Regular,0,2,300.0,0.0,0.0,30.0,330.0,43.4,5.0
159,327,4,2024-01-03,Afternoon,Regular,1,2,300.0,0.0,0.0,30.0,330.0,39.3,5.0
160,209,8,2024-01-03,Evening,Regular,0,1,150.0,10.0,15.0,30.0,165.0,51.8,3.0
161,294,4,2024-01-03,Night,Regular,0,2,300.0,20.0,60.0,30.0,270.0,21.3,5.0
162,404,8,2024-01-03,Night,Regular,1,2,300.0,0.0,0.0,30.0,330.0,41.1,5.0
163,172,5,2024-01-03,Evening,Regular,0,2,450.0,0.0,0.0,0.0,450.0,23.9,4.0
164,235,5,2024-01-03,Afternoon,Regular,0,1,150.0,0.0,0.0,30.0,180.0,46.5,4.0
165,439,7,2024-01-03,Afternoon,Regular,0,2,300.0,0.0,0.0,30.0,330.0,31.3,4.0
166,134,7,2024-01-03,Evening,Regular,1,3,450.0,0.0,0.0,0.0,450.0,28.3,5.0
167,239,5,2024-01-03,Night,Regular,1,2,450.0,10.0,45.0,0.0,405.0,42.4,5.0
168,189,10,2024-01-03,Evening,Regular,1,4,900.0,15.0,135.0,0.0,765.0,48.1,5.0
169,391,4,2024-01-03,Night,Regular,0,2,300.0,20.0,60.0,30.0,270.0,23.9,5.0
170,259,4,2024-01-03,Night,Regular,0,1,300.0,0.0,0.0,30.0,330.0,43.8,5.0
171,251,2,2024-01-03,Afternoon,Regular,0,2,300.0,0.0,0.0,30.0,330.0,39.6,5.0
172,158,1,2024-01-03,Evening,Regular,0,3,450.0,0.0,0.0,0.0,450.0,51.3,5.0
173,242,1,2024-01-03,Afternoon,Regular,1,1,150.0,30.0,45.0,30.0,135.0,42.6,4.0
174,196,8,2024-01-03,Afternoon,Regular,0,3,450.0,0.0,0.0,0.0,450.0,38.5,5.0
175,115,1,2024-01-03,Night,Regular,0,4,750.0,10.0,75.0,0.0,675.0,23.9,5.0
176,215,10,2024-01-03,Evening,Regular,0,3,450.0,10.0,45.0,0.0,405.0,50.5,4.0
177,23,7,2024-01-03,Evening,Regular,0,2,300.0,15.0,45.0,30.0,285.0,45.6,4.0
178,307,6,2024-01-03,Afternoon,Regular,1,3,450.0,0.0,0.0,0.0,450.0,45.7,4.0
179,348,7,2024-01-03,Afternoon,Regular,0,1,300.0,10.0,30.0,30.0,300.0,47.5,4.0
180,214,7,2024-01-03,Afternoon,Regular,1,2,300.0,0.0,0.0,30.0,330.0,44.8,5.0
181,30,9,2024-01-03,Afternoon,Regular,0,2,300.0,10.0,30.0,30.0,300.0,52.3,5.0
182,275,4,2024-01-04,Evening,Regular,1,2,300.0,15.0,45.0,30.0,285.0,40.6,5.0
183,112,8,2024-01-04,Afternoon,Regular,1,3,750.0,0.0,0.0,0.0,750.0,55.0,4.0
184,125,10,2024-01-04,Evening,Regular,0,2,300.0,0.0,0.0,30.0,330.0,32.6,4.0
185,263,8,2024-01-04,Morning,Regular,0,3,450.0,0.0,0.0,0.0,450.0,25.1,4.0
186,300,10,2024-01-04,Afternoon,Regular,0,1,150.0,0.0,0.0,30.0,180.0,49.2,4.0
187,336,6,2024-01-04,Afternoon,Regular,1,3,450.0,0.0,0.0,0.0,450.0,24.9,5.0
188,95,9,2024-01-04,Evening,Regular,0,4,600.0,0.0,0.0,0.0,600.0,37.7,4.0
189,317,10,2024-01-04,Evening,Regular,0,2,300.0,0.0,0.0,30.0,330.0,45.3,5.0
190,147,1,2024-01-04,Evening,Regular,0,2,300.0,0.0,0.0,30.0,330.0,26.7,5.0
191,418,6,2024-01-04,Evening,Regular,1,2,300.0,30.0,90.0,30.0,240.0,27.9,5.0
192,435,2,2024-01-04,Evening,Regular,0,3,450.0,0.0,0.0,0.0,450.0,26.0,4.0
193,223,6,2024-01-04,Morning,Regular,0,3,750.0,0.0,0.0,0.0,750.0,21.6,3.0
194,144,9,2024-01-04,Afternoon,Regular,0,1,150.0,0.0,0.0,30.0,180.0,25.0,5.0
195,421,7,2024-01-04,Night,Regular,0,1,150.0,15.0,22.5,30.0,157.5,43.7,5.0
196,197,3,2024-01-04,Evening,Regular,0,2,300.0,0.0,0.0,30.0,330.0,28.1,3.0
197,310,10,2024-01-04,Afternoon,Regular,0,2,300.0,0.0,0.0,30.0,330.0,28.0,5.0
198,193,7,2024-01-04,Night,Regular,1,2,300.0,0.0,0.0,30.0,330.0,22.6,4.0
199,195,3,2024-01-04,Night,Regular,0,2,300.0,0.0,0.0,30.0,330.0,29.4,4.0
200,96,7,2024-01-04,Afternoon,Regular,0,2,300.0,0.0,0.0,30.0,330.0,40.9,4.0
201,198,1,2024-01-04,Evening,Regular,1,2,600.0,30.0,180.0,0.0,420.0,40.0,4.0
202,195,3,2024-01-04,Evening,Regular,1,2,300.0,0.0,0.0,30.0,330.0,36.9,3.0
203,129,4,2024-01-04,Evening,Regular,0,2,300.0,20.0,60.0,30.0,270.0,31.6,5.0
204,412,6,2024-01-04,Evening,Regular,0,2,450.0,0.0,0.0,0.0,450.0,31.0,5.0
205,164,5,2024-01-04,Afternoon,Regular,0,2,300.0,0.0,0.0,30.0,330.0,24.0,5.0
206,304,9,2024-01-04,Evening,Regular,1,3,450.0,0.0,0.0,0.0,450.0,44.2,5.0
207,408,7,2024-01-04,Evening,Regular,0,1,150.0,10.0,15.0,30.0,165.0,45.0,5.0
208,38,8,2024-01-04,Night,Regular,0,2,600.0,0.0,0.0,0.0,600.0,21.3,5.0
209,360,9,2024-01-04,Evening,Regular,0,3,450.0,10.0,45.0,0.0,405.0,42.6,5.0
210,170,7,2024-01-04,Morning,Regular,1,1,150.0,0.0,0.0,30.0,180.0,40.3,5.0
211,229,6,2024-01-04,Evening,Regular,0,3,600.0,20.0,120.0,0.0,480.0,23.0,5.0
212,374,3,2024-01-04,Afternoon,Regular,1,2,300.0,0.0,0.0,30.0,330.0,45.3,4.0
213,35,5,2024-01-04,Evening,Regular,1,2,300.0,15.0,45.0,30.0,285.0,52.5,5.0
214,265,3,2024-01-04,Evening,Regular,0,2,300.0,0.0,0.0,30.0,330.0,42.4,4.0
215,15,10,2024-01-04,Afternoon,Regular,0,2,300.0,0.0,0.0,30.0,330.0,44.6,5.0
216,296,2,2024-01-04,Evening,Regular,0,2,300.0,10.0,30.0,30.0,300.0,37.1,5.0
217,161,10,2024-01-04,Afternoon,Regular,0,2,300.0,0.0,0.0,30.0,330.0,43.6,5.0
218,315,10,2024-01-04,Morning,Regular,1,1,150.0,0.0,0.0,30.0,180.0,33.1,4.0
219,199,7,2024-01-04,Evening,Regular,0,2,300.0,20.0,60.0,30.0,270.0,52.6,4.0
220,86,8,2024-01-04,Evening,Regular,1,1,150.0,0.0,0.0,30.0,180.0,32.6,3.0
221,70,4,2024-01-04,Night,Regular,0,4,600.0,0.0,0.0,0.0,600.0,46.6,4.0
222,141,4,2024-01-04,Evening,Regular,0,1,150.0,15.0,22.5,30.0,157.5,37.3,5.0
223,294,2,2024-01-04,Afternoon,Regular,1,2,300.0,10.0,30.0,30.0,300.0,39.1,5.0
224,53,4,2024-01-04,Evening,Regular,1,4,750.0,0.0,0.0,0.0,750.0,48.4,5.0
225,180,10,2024-01-04,Morning,Regular,0,1,150.0,15.0,22.5,30.0,157.5,48.2,5.0
226,273,5,2024-01-04,Night,Regular,0,1,150.0,0.0,0.0,30.0,180.0,50.0,5.0
227,70,7,2024-01-05,Evening,Regular,0,4,600.0,0.0,0.0,0.0,600.0,40.2,4.0
228,213,7,2024-01-05,Night,Regular,0,2,300.0,20.0,60.0,30.0,270.0,32.9,5.0
229,168,10,2024-01-05,Afternoon,Regular,1,3,600.0,20.0,120.0,0.0,480.0,47.8,4.0
230,220,4,2024-01-05,Evening,Regular,0,2,300.0,20.0,60.0,30.0,270.0,47.6,5.0
231,391,1,2024-01-05,Evening,Regular,1,2,450.0,0.0,0.0,0.0,450.0,36.0,5.0
232,220,4,2024-01-05,Night,Regular,0,3,450.0,10.0,45.0,0.0,405.0,42.7,3.0
233,321,5,2024-01-05,Morning,Regular,0,3,450.0,0.0,0.0,0.0,450.0,43.8,3.0
234,357,6,2024-01-05,Afternoon,Regular,0,4,600.0,0.0,0.0,0.0,600.0,30.5,4.0
235,417,3,2024-01-05,Night,Regular,0,2,300.0,0.0,0.0,30.0,330.0,27.5,5.0
236,211,10,2024-01-05,Evening,Regular,0,3,450.0,30.0,135.0,0.0,315.0,31.0,4.0
237,142,2,2024-01-05,Evening,Regular,1,2,450.0,0.0,0.0,0.0,450.0,49.6,5.0
238,106,9,2024-01-05,Afternoon,Regular,0,1,150.0,0.0,0.0,30.0,180.0,51.4,5.0
239,254,7,2024-01-05,Night,Regular,1,2,450.0,30.0,135.0,0.0,315.0,52.7,4.0
240,441,10,2024-01-05,Morning,Regular,0,2,450.0,0.0,0.0,0.0,450.0,22.4,4.0
241,21,1,2024-01-05,Evening,Regular,0,2,300.0,0.0,0.0,30.0,330.0,42.4,5.0
242,79,5,2024-01-05,Night,Regular,1,1,150.0,15.0,22.5,30.0,157.5,38.8,4.0
243,325,2,2024-01-05,Afternoon,Regular,1,2,300.0,20.0,60.0,30.0,270.0,24.1,5.0
244,29,5,2024-01-05,Evening,Regular,0,2,300.0,0.0,0.0,30.0,330.0,37.4,4.0
245,265,5,2024-01-05,Morning,Regular,1,1,300.0,10.0,30.0,30.0,300.0,24.1,5.0
246,172,7,2024-01-05,Afternoon,Regular,1,1,300.0,10.0,30.0,30.0,300.0,37.4,5.0
247,29,8,2024-01-05,Night,Regular,0,1,150.0,0.0,0.0,30.0,180.0,40.1,5.0
248,117,9,2024-01-05,Night,Regular,1,3,450.0,20.0,90.0,0.0,360.0,50.0,5.0
249,366,7,2024-01-05,Evening,Regular,1,1,150.0,0.0,0.0,30.0,180.0,22.7,4.0
250,258,1,2024-01-05,Evening,Regular,1,3,750.0,15.0,112.5,0.0,637.5,30.9,3.0
251,234,1,2024-01-05,Afternoon,Regular,0,1,150.0,0.0,0.0,30.0,180.0,32.9,5.0
252,396,4,2024-01-05,Morning,Regular,0,2,300.0,0.0,0.0,30.0,330.0,32.1,5.0
253,450,1,2024-01-05,Afternoon,Regular,0,1,150.0,10.0,15.0,30.0,165.0,23.6,5.0
254,122,7,2024-01-05,Afternoon,Regular,0,1,150.0,0.0,0.0,30.0,180.0,52.2,5.0
255,267,7,2024-01-05,Afternoon,Regular,0,2,300.0,0.0,0.0,30.0,330.0,40.7,3.0
256,340,3,2024-01-05,Evening,Regular,1,1,300.0,0.0,0.0,30.0,330.0,49.1,4.0
257,232,5,2024-01-05,Afternoon,Regular,1,3,450.0,0.0,0.0,0.0,450.0,34.2,5.0
258,395,4,2024-01-05,Afternoon,Regular,0,2,300.0,15.0,45.0,30.0,285.0,44.4,3.0
259,428,6,2024-01-05,Evening,Regular,1,2,300.0,0.0,0.0,30.0,330.0,48.7,4.0
