order_item_id,order_id,item_id,quantity,unit_price,line_total
121,63,3109,1,150.0,150.0
122,64,3277,1,150.0,150.0
123,64,3154,1,150.0,150.0
124,65,1511,1,150.0,150.0
125,65,1021,2,150.0,300.0
126,66,882,1,150.0,150.0
127,66,2634,1,150.0,150.0
128,66,4169,1,150.0,150.0
129,66,3208,1,150.0,150.0
130,67,1309,1,150.0,150.0
131,67,1061,1,150.0,150.0
132,67,36,1,150.0,150.0
133,68,3505,1,150.0,150.0
134,68,4179,1,150.0,150.0
135,69,2229,1,150.0,150.0
136,69,1246,1,150.0,150.0
137,70,1478,1,150.0,150.0
138,70,403,1,150.0,150.0
139,71,1628,1,150.0,150.0
140,71,2700,1,150.0,150.0
141,72,246,1,150.0,150.0
142,72,221,1,150.0,150.0
143,72,2336,1,150.0,150.0
144,73,1120,1,150.0,150.0
145,73,3828,1,150.0,150.0
146,74,1837,1,150.0,150.0
147,75,2891,1,150.0,150.0
148,75,2485,1,150.0,150.0
149,76,982,1,150.0,150.0
150,76,3381,2,150.0,300.0
151,77,4071,1,150.0,150.0
152,77,3362,1,150.0,150.0
153,77,3313,1,150.0,150.0
154,77,1454,2,150.0,300.0
155,78,2110,1,150.0,150.0
156,78,922,2,150.0,300.0
157,78,2256,1,150.0,150.0
158,79,3226,1,150.0,150.0
159,79,2115,1,150.0,150.0
160,80,2880,1,150.0,150.0
161,81,3832,1,150.0,150.0
162,81,650,2,150.0,300.0
163,82,2651,1,150.0,150.0
164,82,2046,1,150.0,150.0
165,82,4088,2,150.0,300.0
166,83,847,1,150.0,150.0
167,83,3157,1,150.0,150.0
168,84,3083,2,150.0,300.0
169,85,1021,2,150.0,300.0
170,85,1265,1,150.0,150.0
171,86,2433,1,150.0,150.0
172,86,1455,1,150.0,150.0
173,87,767,1,150.0,150.0
174,87,992,1,150.0,150.0
175,88,532,1,150.0,150.0
176,88,3898,1,150.0,150.0
177,89,3324,1,150.0,150.0
178,89,2645,1,150.0,150.0
179,89,1046,1,150.0,150.0
180,90,471,1,150.0,150.0
181,91,3975,1,150.0,150.0
182,91,2179,2,150.0,300.0
183,92,2980,1,150.0,150.0
184,92,2479,1,150.0,150.0
185,93,667,1,150.0,150.0
186,93,3813,1,150.0,150.0
187,94,1858,1,150.0,150.0
188,95,1586,1,150.0,150.0
189,95,2229,1,150.0,150.0
190,95,624,1,150.0,150.0
191,96,4192,1,150.0,150.0
192,96,1164,2,150.0,300.0
193,97,2029,1,150.0,150.0
194,97,398,1,150.0,150.0
195,98,1295,1,150.0,150.0
196,99,811,1,150.0,150.0
197,100,3048,1,150.0,150.0
198,100,1080,1,150.0,150.0
199,100,1022,1,150.0,150.0
200,101,237,1,150.0,150.0
201,101,1254,1,150.0,150.0
202,102,600,2,150.0,300.0
203,102,3063,1,150.0,150.0
204,103,1202,1,150.0,150.0
205,103,4228,1,150.0,150.0
206,103,2708,1,150.0,150.0
207,104,2069,1,150.0,150.0
208,104,2435,1,150.0,150.0
209,104,1204,1,150.0,150.0
210,105,4189,2,150.0,300.0
211,105,3759,1,150.0,150.0
212,105,2290,1,150.0,150.0
213,106,410,1,150.0,150.0
214,106,1133,1,150.0,150.0
215,107,1953,1,150.0,150.0
216,107,1240,1,150.0,150.0
217,108,855,1,150.0,150.0
218,109,1864,1,150.0,150.0
219,109,2889,1,150.0,150.0
220,110,4017,1,150.0,150.0
221,110,3009,1,150.0,150.0
222,111,2949,1,150.0,150.0
223,112,4169,1,150.0,150.0
224,113,2968,1,150.0,150.0
225,114,2485,1,150.0,150.0
226,114,750,1,150.0,150.0
227,114,2224,2,150.0,300.0
228,115,704,2,150.0,300.0
229,116,297,1,150.0,150.0
230,116,120,1,150.0,150.0
231,116,3768,1,150.0,150.0
232,117,3075,1,150.0,150.0
233,117,2388,1,150.0,150.0
234,118,1378,1,150.0,150.0
235,119,2131,1,150.0,150.0
236,119,2142,1,150.0,150.0
237,120,4062,1,150.0,150.0
238,121,3198,1,150.0,150.0
239,121,2469,1,150.0,150.0
240,122,1464,1,150.0,150.0
241,122,183,1,150.0,150.0
242,122,1099,2,150.0,300.0
243,123,3513,1,150.0,150.0
244,124,2266,2,150.0,300.0
245,124,2932,1,150.0,150.0
246,125,1368,1,150.0,150.0
247,126,1126,1,150.0,150.0
248,126,1436,1,150.0,150.0
249,127,1402,1,150.0,150.0
250,127,1626,1,150.0,150.0
251,128,2884,1,150.0,150.0
252,128,510,1,150.0,150.0
253,129,1258,1,150.0,150.0
254,129,1260,1,150.0,150.0
255,130,3448,1,150.0,150.0
256,131,2646,2,150.0,300.0
257,131,3829,1,150.0,150.0
258,132,1051,1,150.0,150.0
259,132,1279,1,150.0,150.0
260,132,1505,1,150.0,150.0
261,133,3616,1,150.0,150.0
262,134,2431,1,150.0,150.0
263,134,1731,1,150.0,150.0
264,134,1524,1,150.0,150.0
265,134,966,1,150.0,150.0
266,135,1255,2,150.0,300.0
267,135,2414,1,150.0,150.0
268,136,2341,1,150.0,150.0
269,137,631,1,150.0,150.0
270,137,1666,1,150.0,150.0
271,138,2889,1,150.0,150.0
272,139,667,2,150.0,300.0
273,140,804,1,150.0,150.0
274,141,2930,1,150.0,150.0
275,141,2928,1,150.0,150.0
276,142,1660,1,150.0,150.0
277,143,4048,1,150.0,150.0
278,144,3503,1,150.0,150.0
279,144,2943,1,150.0,150.0
280,145,1323,1,150.0,150.0
281,146,536,1,150.0,150.0
282,147,3542,1,150.0,150.0
283,147,1405,1,150.0,150.0
284,148,1305,1,150.0,150.0
285,148,1263,1,150.0,150.0
286,148,3077,1,150.0,150.0
287,148,1193,1,150.0,150.0
288,149,2810,1,150.0,150.0
289,149,4053,2,150.0,300.0
290,150,2869,1,150.0,150.0
291,150,4074,1,150.0,150.0
292,151,3437,1,150.0,150.0
293,151,2634,1,150.0,150.0
294,151,2441,2,150.0,300.0
295,152,2004,1,150.0,150.0
296,153,808,1,150.0,150.0
297,153,1344,1,150.0,150.0
298,154,1095,1,150.0,150.0
299,154,3755,1,150.0,150.0
300,155,4124,1,150.0,150.0
301,156,4057,1,150.0,150.0
302,156,1030,1,150.0,150.0
303,157,1260,1,150.0,150.0
304,157,2770,1,150.0,150.0
305,157,811,1,150.0,150.0
306,157,621,1,150.0,150.0
307,158,2556,1,150.0,150.0
308,158,2093,1,150.0,150.0
309,159,2741,1,150.0,150.0
310,159,1638,1,150.0,150.0
311,160,758,1,150.0,150.0
312,161,546,1,150.0,150.0
313,161,3231,1,150.0,150.0
314,162,3437,1,150.0,150.0
315,162,3877,1,150.0,150.0
316,163,4194,2,150.0,300.0
317,163,2530,1,150.0,150.0
318,164,1194,1,150.0,150.0
319,165,1739,1,150.0,150.0
320,165,2273,1,150.0,150.0
321,166,4091,1,150.0,150.0
322,166,1174,1,150.0,150.0
323,166,1117,1,150.0,150.0
324,167,3871,2,150.0,300.0
325,167,3611,1,150.0,150.0
326,168,1759,2,150.0,300.0
327,168,811,1,150.0,150.0
328,168,1454,1,150.0,150.0
329,168,2922,2,150.0,300.0
330,169,1690,1,150.0,150.0
331,169,3030,1,150.0,150.0
332,170,1120,2,150.0,300.0
333,171,783,1,150.0,150.0
334,171,3137,1,150.0,150.0
335,172,3787,1,150.0,150.0
336,172,1606,1,150.0,150.0
337,172,666,1,150.0,150.0
338,173,697,1,150.0,150.0
339,174,1840,1,150.0,150.0
340,174,1677,1,150.0,150.0
341,174,2520,1,150.0,150.0
342,175,3352,1,150.0,150.0
343,175,2633,1,150.0,150.0
344,175,1953,1,150.0,150.0
345,175,3929,2,150.0,300.0
346,176,268,1,150.0,150.0
347,176,4055,1,150.0,150.0
348,176,3670,1,150.0,150.0
349,177,790,1,150.0,150.0
350,177,2693,1,150.0,150.0
351,178,2574,1,150.0,150.0
352,178,2023,1,150.0,150.0
353,178,951,1,150.0,150.0
354,179,1254,2,150.0,300.0
355,180,2951,1,150.0,150.0
356,180,2063,1,150.0,150.0
357,181,2529,1,150.0,150.0
358,181,2079,1,150.0,150.0
359,182,2294,1,150.0,150.0
360,182,2290,1,150.0,150.0
361,183,1119,1,150.0,150.0
362,183,4139,2,150.0,300.0
363,183,3764,2,150.0,300.0
364,184,4036,1,150.0,150.0
365,184,1067,1,150.0,150.0
366,185,3431,1,150.0,150.0
367,185,1056,1,150.0,150.0
368,185,3643,1,150.0,150.0
369,186,3567,1,150.0,150.0
370,187,4193,1,150.0,150.0
371,187,2774,1,150.0,150.0
372,187,2467,1,150.0,150.0
373,188,498,1,150.0,150.0
374,188,1620,1,150.0,150.0
375,188,711,1,150.0,150.0
376,188,80,1,150.0,150.0
377,189,268,1,150.0,150.0
378,189,82,1,150.0,150.0
379,190,2707,1,150.0,150.0
380,190,3270,1,150.0,150.0
381,191,1263,1,150.0,150.0
382,191,4157,1,150.0,150.0
383,192,479,1,150.0,150.0
384,192,1819,1,150.0,150.0
385,192,2367,1,150.0,150.0
386,193,1882,1,150.0,150.0
387,193,643,2,150.0,300.0
388,193,3930,2,150.0,300.0
389,194,1009,1,150.0,150.0
390,195,4051,1,150.0,150.0
391,196,1657,1,150.0,150.0
392,196,641,1,150.0,150.0
393,197,1106,1,150.0,150.0
394,197,459,1,150.0,150.0
395,198,1277,1,150.0,150.0
396,198,412,1,150.0,150.0
397,199,1992,1,150.0,150.0
398,199,1797,1,150.0,150.0
399,200,2425,1,150.0,150.0
400,200,1965,1,150.0,150.0
401,201,410,2,150.0,300.0
402,201,2777,2,150.0,300.0
403,202,1838,1,150.0,150.0
404,202,794,1,150.0,150.0
405,203,3549,1,150.0,150.0
406,203,3310,1,150.0,150.0
407,204,2547,1,150.0,150.0
408,204,893,2,150.0,300.0
409,205,4082,1,150.0,150.0
410,205,1102,1,150.0,150.0
411,206,149,1,150.0,150.0
412,206,4089,1,150.0,150.0
413,206,2801,1,150.0,150.0
414,207,912,1,150.0,150.0
415,208,2273,2,150.0,300.0
416,208,1961,2,150.0,300.0
417,209,2095,1,150.0,150.0
418,209,4149,1,150.0,150.0
419,209,1341,1,150.0,150.0
420,210,953,1,150.0,150.0
421,211,618,2,150.0,300.0
422,211,2827,1,150.0,150.0
423,211,1258,1,150.0,150.0
424,212,3043,1,150.0,150.0
425,212,921,1,150.0,150.0
426,213,137,1,150.0,150.0
427,213,3365,1,150.0,150.0
428,214,2651,1,150.0,150.0
429,214,3345,1,150.0,150.0
430,215,2677,1,150.0,150.0
431,215,2084,1,150.0,150.0
432,216,1453,1,150.0,150.0
433,216,1103,1,150.0,150.0
434,217,2195,1,150.0,150.0
435,217,1283,1,150.0,150.0
436,218,587,1,150.0,150.0
437,219,2624,1,150.0,150.0
438,219,3405,1,150.0,150.0
439,220,3350,1,150.0,150.0
440,221,1849,1,150.0,150.0
441,221,4202,1,150.0,150.0
442,221,2438,1,150.0,150.0
443,221,4142,1,150.0,150.0
444,222,3212,1,150.0,150.0
445,223,1250,1,150.0,150.0
446,223,2074,1,150.0,150.0
447,224,1444,1,150.0,150.0
448,224,1037,1,150.0,150.0
449,224,1212,2,150.0,300.0
450,224,3416,1,150.0,150.0
451,225,2684,1,150.0,150.0
452,226,829,1,150.0,150.0
453,227,2402,1,150.0,150.0
454,227,2518,1,150.0,150.0
455,227,4166,1,150.0,150.0
456,227,2766,1,150.0,150.0
457,228,1816,1,150.0,150.0
458,228,2290,1,150.0,150.0
459,229,2830,2,150.0,300.0
460,229,427,1,150.0,150.0
461,229,2808,1,150.0,150.0
462,230,628,1,150.0,150.0
463,230,1199,1,150.0,150.0
464,231,3339,1,150.0,150.0
465,231,1511,2,150.0,300.0
466,232,904,1,150.0,150.0
467,232,2940,1,150.0,150.0
468,232,415,1,150.0,150.0
469,233,2675,1,150.0,150.0
470,233,1795,1,150.0,150.0
471,233,1862,1,150.0,150.0
472,234,2618,1,150.0,150.0
473,234,2513,1,150.0,150.0
474,234,3732,1,150.0,150.0
475,234,1569,1,150.0,150.0
476,235,1546,1,150.0,150.0
477,235,105,1,150.0,150.0
478,236,1739,1,150.0,150.0
479,236,1933,1,150.0,150.0
480,236,2692,1,150.0,150.0
481,237,2760,1,150.0,150.0
482,237,2355,2,150.0,300.0
483,238,2145,1,150.0,150.0
484,239,2272,1,150.0,150.0
485,239,325,2,150.0,300.0
486,240,3192,2,150.0,300.0
487,240,3443,1,150.0,150.0
488,241,700,1,150.0,150.0
489,241,672,1,150.0,150.0
490,242,3867,1,150.0,150.0
491,243,4090,1,150.0,150.0
492,243,3359,1,150.0,150.0
493,244,3235,1,150.0,150.0
494,244,2302,1,150.0,150.0
495,245,3036,2,150.0,300.0
496,246,2689,2,150.0,300.0
497,247,2917,1,150.0,150.0
498,248,71,1,150.0,150.0
499,248,999,1,150.0,150.0
500,248,202,1,150.0,150.0
501,249,3821,1,150.0,150.0
502,250,4226,1,150.0,150.0
503,250,202,2,150.0,300.0
504,250,4091,2,150.0,300.0
505,251,921,1,150.0,150.0
506,252,4113,1,150.0,150.0
507,252,2825,1,150.0,150.0
508,253,1856,1,150.0,150.0
509,254,2717,1,150.0,150.0
510,255,1716,1,150.0,150.0
511,255,1883,1,150.0,150.0
512,256,1144,2,150.0,300.0
513,257,698,1,150.0,150.0
514,257,3034,1,150.0,150.0
515,257,3014,1,150.0,150.0
516,258,2306,1,150.0,150.0
517,258,1788,1,150.0,150.0
518,259,4197,1,150.0,150.0
519,259,1227,1,150.0,150.0
520,260,1854,1,150.0,150.0
521,260,3345,1,150.0,150.0
522,261,2630,2,150.0,300.0
523,261,2443,1,150.0,150.0
524,262,2418,2,150.0,300.0
525,262,1807,1,150.0,150.0
526,263,4212,1,150.0,150.0
527,263,458,1,150.0,150.0
528,264,1002,1,150.0,150.0
529,264,2478,1,150.0,150.0
530,265,2032,2,150.0,300.0
531,265,1009,1,150.0,150.0
532,265,2444,1,150.0,150.0
533,266,1157,1,150.0,150.0
534,266,1294,1,150.0,150.0
535,267,1361,2,150.0,300.0
536,267,3976,1,150.0,150.0
537,268,2079,1,150.0,150.0
538,268,1339,1,150.0,150.0
539,268,3219,1,150.0,150.0
540,269,3480,1,150.0,150.0
541,269,4164,1,150.0,150.0
542,270,3620,1,150.0,150.0
543,270,2499,1,150.0,150.0
544,271,2127,1,150.0,150.0
545,272,1075,2,150.0,300.0
546,272,2549,1,150.0,150.0
547,273,1356,1,150.0,150.0
548,273,3847,1,150.0,150.0
549,273,3233,1,150.0,150.0
550,274,485,2,150.0,300.0
551,274,3300,2,150.0,300.0
552,274,1039,1,150.0,150.0
553,275,841,1,150.0,150.0
554,275,2455,1,150.0,150.0
555,275,3550,1,150.0,150.0
556,275,4184,2,150.0,300.0
557,276,3,1,150.0,150.0
558,277,1837,1,150.0,150.0
559,277,1940,1,150.0,150.0
560,278,306,1,150.0,150.0
561,279,1816,1,150.0,150.0
562,279,1201,1,150.0,150.0
563,280,1939,1,150.0,150.0
564,281,985,1,150.0,150.0
565,282,3313,1,150.0,150.0
566,283,2207,1,150.0,150.0
567,283,959,1,150.0,150.0
568,284,3457,1,150.0,150.0
569,284,3022,1,150.0,150.0
570,285,2070,2,150.0,300.0
571,285,1346,1,150.0,150.0
572,286,4002,1,150.0,150.0
573,286,3622,2,150.0,300.0
574,286,880,1,150.0,150.0
575,287,1442,2,150.0,300.0
576,287,852,2,150.0,300.0
577,287,4071,1,150.0,150.0
578,288,137,2,150.0,300.0
579,288,1052,2,150.0,300.0
580,289,204,1,150.0,150.0
581,289,2593,1,150.0,150.0
582,289,2146,1,150.0,150.0
583,290,1249,1,150.0,150.0
584,290,2453,1,150.0,150.0
585,290,217,1,150.0,150.0
586,291,1177,1,150.0,150.0
587,291,2639,1,150.0,150.0
588,291,985,1,150.0,150.0
589,292,1905,1,150.0,150.0
590,292,3915,1,150.0,150.0
591,292,2531,1,150.0,150.0
592,293,2382,2,150.0,300.0
593,293,3884,1,150.0,150.0
594,293,4151,1,150.0,150.0
595,294,3527,2,150.0,300.0
596,295,3362,1,150.0,150.0
597,296,3558,1,150.0,150.0
598,297,831,1,150.0,150.0
599,297,3378,2,150.0,300.0
600,298,108,1,150.0,150.0
601,298,3554,1,150.0,150.0
602,298,2514,1,150.0,150.0
603,299,1289,1,150.0,150.0
604,299,3320,1,150.0,150.0
605,300,1828,1,150.0,150.0
606,300,611,1,150.0,150.0
607,301,3605,1,150.0,150.0
608,301,2487,1,150.0,150.0
609,302,2692,1,150.0,150.0
610,302,369,2,150.0,300.0
611,303,3503,1,150.0,150.0
612,303,1244,1,150.0,150.0
613,304,3289,1,150.0,150.0
614,304,838,1,150.0,150.0
615,304,1900,1,150.0,150.0
616,305,3435,1,150.0,150.0
617,306,1572,2,150.0,300.0
618,306,3462,1,150.0,150.0
619,307,1337,2,150.0,300.0
620,308,3248,1,150.0,150.0
621,308,1000,1,150.0,150.0
622,309,1750,1,150.0,150.0
623,309,2423,1,150.0,150.0
624,309,2779,2,150.0,300.0
625,310,3509,1,150.0,150.0
626,310,288,1,150.0,150.0
627,310,55,1,150.0,150.0
628,311,1109,1,150.0,150.0
629,311,4066,1,150.0,150.0
630,311,1094,1,150.0,150.0
631,312,2294,1,150.0,150.0
632,313,547,1,150.0,150.0
633,314,303,1,150.0,150.0
634,314,709,1,150.0,150.0
635,315,898,1,150.0,150.0
636,315,2605,1,150.0,150.0
637,316,611,1,150.0,150.0
638,316,2186,1,150.0,150.0
639,317,574,1,150.0,150.0
640,318,556,1,150.0,150.0
641,319,120,1,150.0,150.0
642,320,812,1,150.0,150.0
643,320,1383,1,150.0,150.0
644,320,994,2,150.0,300.0
645,321,4094,2,150.0,300.0
646,321,2386,1,150.0,150.0
647,321,1048,1,150.0,150.0
648,322,2613,1,150.0,150.0
649,322,3115,1,150.0,150.0
650,323,2884,1,150.0,150.0
651,323,3290,1,150.0,150.0
652,324,2456,1,150.0,150.0
653,324,2950,1,150.0,150.0
654,325,1204,1,150.0,150.0
655,326,2043,1,150.0,150.0
656,326,2796,1,150.0,150.0
657,327,3101,1,150.0,150.0
658,327,1625,1,150.0,150.0
659,327,4141,1,150.0,150.0
660,328,2191,1,150.0,150.0
661,328,1440,1,150.0,150.0
662,329,6,1,150.0,150.0
663,330,4074,1,150.0,150.0
664,330,1197,1,150.0,150.0
665,331,3130,1,150.0,150.0
666,331,2194,1,150.0,150.0
667,332,1990,2,150.0,300.0
668,332,670,1,150.0,150.0
669,333,1303,1,150.0,150.0
670,333,939,1,150.0,150.0
671,333,1463,1,150.0,150.0
672,334,1463,2,150.0,300.0
673,334,2569,1,150.0,150.0
674,334,2262,1,150.0,150.0
675,335,3251,1,150.0,150.0
676,335,3218,1,150.0,150.0
677,336,4149,1,150.0,150.0
678,336,412,1,150.0,150.0
679,337,3413,1,150.0,150.0
680,337,1141,2,150.0,300.0
681,338,3258,1,150.0,150.0
682,339,2575,2,150.0,300.0
683,339,696,1,150.0,150.0
684,340,827,1,150.0,150.0
685,340,1085,1,150.0,150.0
686,340,2624,1,150.0,150.0
687,341,2875,1,150.0,150.0
688,341,2163,1,150.0,150.0
689,341,3422,1,150.0,150.0
690,342,994,1,150.0,150.0
691,342,754,1,150.0,150.0
692,343,1516,1,150.0,150.0
693,343,3569,2,150.0,300.0
694,344,596,1,150.0,150.0
695,345,815,1,150.0,150.0
696,345,189,1,150.0,150.0
697,346,1366,1,150.0,150.0
698,346,1605,1,150.0,150.0
699,347,1807,1,150.0,150.0
700,347,1295,1,150.0,150.0
701,348,108,1,150.0,150.0
702,348,2199,1,150.0,150.0
703,348,1267,2,150.0,300.0
704,348,3021,1,150.0,150.0
705,349,612,2,150.0,300.0
706,349,363,1,150.0,150.0
707,350,3476,1,150.0,150.0
708,351,3731,2,150.0,300.0
709,352,2870,1,150.0,150.0
710,352,355,1,150.0,150.0
711,352,3321,1,150.0,150.0
712,353,3079,1,150.0,150.0
713,353,2358,1,150.0,150.0
714,354,1600,2,150.0,300.0
715,354,1363,1,150.0,150.0
716,355,472,1,150.0,150.0
717,355,3553,1,150.0,150.0
718,355,2908,1,150.0,150.0
719,356,1770,1,150.0,150.0
720,356,157,1,150.0,150.0
721,356,2706,1,150.0,150.0
722,357,3371,1,150.0,150.0
723,357,2005,1,150.0,150.0
724,357,768,1,150.0,150.0
725,358,3338,1,150.0,150.0
726,358,1609,1,150.0,150.0
727,358,813,1,150.0,150.0
728,359,3649,1,150.0,150.0
729,359,894,1,150.0,150.0
730,360,2667,1,150.0,150.0
731,360,3140,1,150.0,150.0
732,361,3451,1,150.0,150.0
733,361,1762,1,150.0,150.0
734,362,2692,1,150.0,150.0
735,362,3569,1,150.0,150.0
736,362,198,1,150.0,150.0
737,363,3726,1,150.0,150.0
738,363,541,2,150.0,300.0
739,363,176,1,150.0,150.0
740,364,3366,1,150.0,150.0
741,365,2696,1,150.0,150.0
742,365,3026,2,150.0,300.0
743,365,2942,1,150.0,150.0
744,366,260,1,150.0,150.0
745,366,1040,1,150.0,150.0
746,367,1087,1,150.0,150.0
747,368,1859,1,150.0,150.0
748,368,1878,1,150.0,150.0
749,369,1259,2,150.0,300.0
750,369,3969,1,150.0,150.0
751,369,3859,2,150.0,300.0
752,370,2288,1,150.0,150.0
753,371,3708,1,150.0,150.0
754,371,2976,1,150.0,150.0
755,372,235,1,150.0,150.0
756,372,838,1,150.0,150.0
757,373,3449,2,150.0,300.0
758,374,3072,1,150.0,150.0
759,375,552,1,150.0,150.0
760,375,123,2,150.0,300.0
761,376,571,1,150.0,150.0
762,376,1616,1,150.0,150.0
763,377,650,1,150.0,150.0
764,377,2673,1,150.0,150.0
765,378,1757,1,150.0,150.0
766,379,2883,1,150.0,150.0
767,380,1400,1,150.0,150.0
768,380,1993,1,150.0,150.0
769,381,2952,1,150.0,150.0
770,381,915,1,150.0,150.0
771,382,2251,1,150.0,150.0
772,382,2563,1,150.0,150.0
773,382,2299,1,150.0,150.0
774,383,740,1,150.0,150.0
775,383,2971,1,150.0,150.0
776,384,1258,1,150.0,150.0
777,385,238,1,150.0,150.0
778,385,4048,1,150.0,150.0
779,385,3021,1,150.0,150.0
780,385,3211,2,150.0,300.0
781,386,3150,1,150.0,150.0
782,386,527,1,150.0,150.0
783,387,3601,1,150.0,150.0
784,387,265,1,150.0,150.0
785,388,962,1,150.0,150.0
786,388,2352,2,150.0,300.0
787,388,4184,1,150.0,150.0
788,389,2007,2,150.0,300.0
789,390,4097,2,150.0,300.0
790,390,1215,1,150.0,150.0
791,391,950,1,150.0,150.0
792,391,2611,1,150.0,150.0
793,392,2603,1,150.0,150.0
794,393,872,1,150.0,150.0
795,393,4057,2,150.0,300.0
796,394,1010,1,150.0,150.0
797,395,624,1,150.0,150.0
798,395,3860,1,150.0,150.0
799,395,1754,2,150.0,300.0
800,396,2224,1,150.0,150.0
801,397,3026,2,150.0,300.0
802,397,855,1,150.0,150.0
803,397,1463,1,150.0,150.0
804,398,1030,1,150.0,150.0
805,398,881,1,150.0,150.0
806,399,1261,2,150.0,300.0
807,399,1246,1,150.0,150.0
808,400,2756,1,150.0,150.0
809,400,2010,2,150.0,300.0
810,400,3566,1,150.0,150.0
811,401,3963,1,150.0,150.0
812,401,889,2,150.0,300.0
813,402,3064,1,150.0,150.0
814,402,1174,1,150.0,150.0
815,403,3589,2,150.0,300.0
816,403,3226,1,150.0,150.0
817,404,2745,2,150.0,300.0
818,405,1668,1,150.0,150.0
819,405,2992,1,150.0,150.0
820,405,1247,1,150.0,150.0
821,406,3068,1,150.0,150.0
822,406,2478,2,150.0,300.0
823,407,432,2,150.0,300.0
824,407,262,1,150.0,150.0
825,408,2494,2,150.0,300.0
826,409,152,1,150.0,150.0
827,409,179,2,150.0,300.0
828,409,2580,2,150.0,300.0
829,410,2066,1,150.0,150.0
830,410,860,1,150.0,150.0
831,410,2266,1,150.0,150.0
